site_code;class;family_cor;genus;sp;nb_sample;nb_empty;item_raw;item;item_phylum;item_class;item_ord;item_fam;item_gen;item_sp;item_volper;nb_guts;item_freq;time;fish_sp;grp1;grp3;grp6
mad;Actinopterygii;Apogonidae;Cheilodipterus;quinquelineatus;136;29;Galatheidae;Galatheidae;Arthropoda;Malacostraca;Decapoda;Galatheidae;NA;NA;NA;107;0.03;day;Cheilodipterus quinquelineatus;Anomura;Malacostraca;Decapoda
mad;Actinopterygii;Apogonidae;Cheilodipterus;quinquelineatus;136;29;Brachyura;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;107;0.15;day;Cheilodipterus quinquelineatus;Brachyura;Malacostraca;Decapoda
mad;Actinopterygii;Apogonidae;Cheilodipterus;quinquelineatus;10;3;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;7;0.14;night;Cheilodipterus quinquelineatus;Amphipoda;Malacostraca;Peracarida
mad;Actinopterygii;Apogonidae;Cheilodipterus;quinquelineatus;10;3;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;7;0.56;night;Cheilodipterus quinquelineatus;Shrimp;Malacostraca;Decapoda
mad;Actinopterygii;Apogonidae;Cheilodipterus;quinquelineatus;10;3;Fish;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;7;0.14;night;Cheilodipterus quinquelineatus;Actinopterygii;Actinopterygii;Actinopterygii
mad;Actinopterygii;Scorpaenidae;Parascorpaena;aurita;11;2;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;9;0.33;day;Parascorpaena aurita;Annelida;Annelida;Worm
mad;Actinopterygii;Scorpaenidae;Parascorpaena;aurita;11;2;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;9;0.11;day;Parascorpaena aurita;Isopoda;Malacostraca;Peracarida
mad;Actinopterygii;Scorpaenidae;Parascorpaena;aurita;11;2;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;9;0.33;day;Parascorpaena aurita;Amphipoda;Malacostraca;Peracarida
mad;Actinopterygii;Scorpaenidae;Parascorpaena;aurita;11;2;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;9;0.11;day;Parascorpaena aurita;Shrimp;Malacostraca;Decapoda
mad;Actinopterygii;Scorpaenidae;Parascorpaena;aurita;11;2;Brachyura;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;9;0.55;day;Parascorpaena aurita;Brachyura;Malacostraca;Decapoda
mad;Actinopterygii;Scorpaenidae;Parascorpaena;aurita;7;0;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;7;0.28;night;Parascorpaena aurita;Isopoda;Malacostraca;Peracarida
mad;Actinopterygii;Scorpaenidae;Parascorpaena;aurita;7;0;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;7;0.33;night;Parascorpaena aurita;Amphipoda;Malacostraca;Peracarida
mad;Actinopterygii;Scorpaenidae;Parascorpaena;aurita;7;0;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;7;0.57;night;Parascorpaena aurita;Shrimp;Malacostraca;Decapoda
mad;Actinopterygii;Scorpaenidae;Parascorpaena;aurita;7;0;Galatheidae;Galatheidae;Arthropoda;Malacostraca;Decapoda;Galatheidae;NA;NA;NA;7;0.42;night;Parascorpaena aurita;Anomura;Malacostraca;Decapoda
mad;Actinopterygii;Scorpaenidae;Parascorpaena;aurita;7;0;Brachyura;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;7;0.42;night;Parascorpaena aurita;Brachyura;Malacostraca;Decapoda
mad;Actinopterygii;Scorpaenidae;Parascorpaena;aurita;7;0;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;7;0.14;night;Parascorpaena aurita;Annelida;Annelida;Worm
mad;Actinopterygii;Scorpaenidae;Parascorpaena;aurita;7;0;Gastropodes;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;NA;7;0.14;night;Parascorpaena aurita;Gastropoda;Gastropoda;Gastropoda
mad;Actinopterygii;Scorpaenidae;Parascorpaena;aurita;7;0;Fish;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;7;0.14;night;Parascorpaena aurita;Actinopterygii;Actinopterygii;Actinopterygii
mad;Actinopterygii;Scorpaenidae;Parascorpaena;picta;12;7;Gastropodes;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;NA;5;0.2;day;Parascorpaena picta;Gastropoda;Gastropoda;Gastropoda
mad;Actinopterygii;Scorpaenidae;Parascorpaena;picta;12;7;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;5;0.2;day;Parascorpaena picta;Amphipoda;Malacostraca;Peracarida
mad;Actinopterygii;Scorpaenidae;Parascorpaena;picta;12;7;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;5;0.4;day;Parascorpaena picta;Shrimp;Malacostraca;Decapoda
mad;Actinopterygii;Scorpaenidae;Parascorpaena;picta;12;7;Brachyura;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;5;0.8;day;Parascorpaena picta;Brachyura;Malacostraca;Decapoda
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;58;0.5;day;Parupeneus barberinus;Annelida;Annelida;Worm
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Stomatopoda;Stomatopoda;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;NA;58;0.05;day;Parupeneus barberinus;Stomatopoda;Malacostraca;Stomatopoda
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Gastropodes;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;NA;58;0.05;day;Parupeneus barberinus;Gastropoda;Gastropoda;Gastropoda
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Cumacés;Cumacea;Arthropoda;Malacostraca;Cumacea;NA;NA;NA;NA;58;0.06;day;Parupeneus barberinus;Cumacea;Malacostraca;Peracarida
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Polyplacophores;Polyplacophora;Mollusca;Polyplacophora;NA;NA;NA;NA;NA;58;0.02;day;Parupeneus barberinus;Polyplacophora;Polyplacophora;Polyplacophora
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;58;0.22;day;Parupeneus barberinus;Isopoda;Malacostraca;Peracarida
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Pelecypodes;Bivalvia;Mollusca;Bivalvia;NA;NA;NA;NA;NA;58;0.02;day;Parupeneus barberinus;Bivalvia;Bivalvia;Bivalvia
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;58;0.9;day;Parupeneus barberinus;Amphipoda;Malacostraca;Peracarida
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Mollusques_eggs;Mollusca;Mollusca;NA;NA;NA;NA;NA;NA;58;0.02;day;Parupeneus barberinus;Zooplankton;Eggs;Zooplankton
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;58;0.47;day;Parupeneus barberinus;Shrimp;Malacostraca;Decapoda
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Ostracodes;Ostracoda;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;58;0.07;day;Parupeneus barberinus;Ostracoda;Ostracoda;Zooplankton
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Galatheidae;Galatheidae;Arthropoda;Malacostraca;Decapoda;Galatheidae;NA;NA;NA;58;0.02;day;Parupeneus barberinus;Anomura;Malacostraca;Decapoda
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Copepodes;Copepoda;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;58;0.1;day;Parupeneus barberinus;Copepoda;Hexanauplia;Copepoda
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Brachyura;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;58;0.34;day;Parupeneus barberinus;Brachyura;Malacostraca;Decapoda
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Brachyura_larvae;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;58;0.17;day;Parupeneus barberinus;Zooplankton;Malacostraca;Zooplankton
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Sipunculides;Sipuncula;Sipuncula;NA;NA;NA;NA;NA;NA;58;0.03;day;Parupeneus barberinus;Sipuncula;Sipuncula;Worm
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Protochordates;Protochordata;Hemichordata;NA;NA;NA;NA;NA;NA;58;0.19;day;Parupeneus barberinus;Hemichordata;Hemichordata;Worm
mad;Actinopterygii;Mullidae;Parupeneus;barberinus;58;0;Sand_OM;Detritus_OM;NA;NA;NA;NA;NA;NA;NA;58;0.19;day;Parupeneus barberinus;Detritus;Detritus;Detritus
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;7;0.86;day;Parupeneus macronemus;Annelida;Annelida;Worm
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;7;1;day;Parupeneus macronemus;Amphipoda;Malacostraca;Peracarida
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Gastropodes;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;NA;7;0.14;day;Parupeneus macronemus;Gastropoda;Gastropoda;Gastropoda
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;7;0.57;day;Parupeneus macronemus;Shrimp;Malacostraca;Decapoda
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Pelecypodes;Bivalvia;Mollusca;Bivalvia;NA;NA;NA;NA;NA;7;0.14;day;Parupeneus macronemus;Bivalvia;Bivalvia;Bivalvia
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Galatheidae;Galatheidae;Arthropoda;Malacostraca;Decapoda;Galatheidae;NA;NA;NA;7;0.43;day;Parupeneus macronemus;Anomura;Malacostraca;Decapoda
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Ostracodes;Ostracoda;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;7;0.28;day;Parupeneus macronemus;Ostracoda;Ostracoda;Zooplankton
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Brachyura;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;7;0.71;day;Parupeneus macronemus;Brachyura;Malacostraca;Decapoda
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Copepodes;Copepoda;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;7;0.28;day;Parupeneus macronemus;Copepoda;Hexanauplia;Copepoda
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Fish_eggs;Fish_eggs;Chordata;Actinopterygii;NA;NA;NA;NA;NA;7;0.14;day;Parupeneus macronemus;Zooplankton;Actinopterygii;Zooplankton
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Cumacés;Cumacea;Arthropoda;Malacostraca;Cumacea;NA;NA;NA;NA;7;0.28;day;Parupeneus macronemus;Cumacea;Malacostraca;Peracarida
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Fish;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;7;0.14;day;Parupeneus macronemus;Actinopterygii;Actinopterygii;Actinopterygii
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;7;0.57;day;Parupeneus macronemus;Isopoda;Malacostraca;Peracarida
mad;Actinopterygii;Mullidae;Parupeneus;macronemus;7;0;Sand_OM;Detritus_OM;NA;NA;NA;NA;NA;NA;NA;7;0.14;day;Parupeneus macronemus;Detritus;Detritus;Detritus
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;91;0.84;day;Pempheris oualensis;Annelida;Annelida;Worm
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Cumacés;Cumacea;Arthropoda;Malacostraca;Cumacea;NA;NA;NA;NA;91;0.02;day;Pempheris oualensis;Cumacea;Malacostraca;Peracarida
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Opistobranches;Opisthobranchia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;91;0.01;day;Pempheris oualensis;Gastropoda;Gastropoda;Gastropoda
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;91;0.29;day;Pempheris oualensis;Isopoda;Malacostraca;Peracarida
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Cephalopodes;Cephalopoda;Mollusca;Cephalopoda;NA;NA;NA;NA;NA;91;0.02;day;Pempheris oualensis;Cephalopoda;Cephalopoda;Cephalopoda
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;91;0.48;day;Pempheris oualensis;Amphipoda;Malacostraca;Peracarida
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Ostracodes;Ostracoda;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;91;0.19;day;Pempheris oualensis;Ostracoda;Ostracoda;Zooplankton
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;91;0.21;day;Pempheris oualensis;Shrimp;Malacostraca;Decapoda
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Copepodes;Copepoda;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;91;0.26;day;Pempheris oualensis;Copepoda;Hexanauplia;Copepoda
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Shrimp_larvae;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;91;0.02;day;Pempheris oualensis;Zooplankton;Malacostraca;Zooplankton
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Stomatopoda;Stomatopoda;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;NA;91;0.11;day;Pempheris oualensis;Stomatopoda;Malacostraca;Stomatopoda
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Galatheidae;Galatheidae;Arthropoda;Malacostraca;Decapoda;Galatheidae;NA;NA;NA;91;0.03;day;Pempheris oualensis;Anomura;Malacostraca;Decapoda
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Stomatopoda_larvae;Stomatopoda;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;NA;91;0.02;day;Pempheris oualensis;Zooplankton;Malacostraca;Zooplankton
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Pagures;Paguroidea;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;91;0.11;day;Pempheris oualensis;Anomura;Malacostraca;Decapoda
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Brachyura;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;91;0.02;day;Pempheris oualensis;Brachyura;Malacostraca;Decapoda
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Brachyura_larvae;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;91;0.75;day;Pempheris oualensis;Zooplankton;Malacostraca;Zooplankton
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Insecta;Insecta;Arthropoda;Insecta;NA;NA;NA;NA;NA;91;0.01;day;Pempheris oualensis;Insecta;Insecta;Insecta
mad;Actinopterygii;Pempheridae;Pempheris;oualensis;100;9;Fish;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;91;0.13;day;Pempheris oualensis;Actinopterygii;Actinopterygii;Actinopterygii
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Algae;Algae;NA;NA;NA;NA;NA;NA;NA;27;1;day;Pervagor melanocephalus;Algae;Benthic autotroph;Benthic autotroph
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Nematodes;Nematoda;Nematoda;NA;NA;NA;NA;NA;NA;27;0.07;day;Pervagor melanocephalus;Nematoda;Nematoda;Worm
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Phanerogames;Spermatophyta;Tracheophyta;NA;NA;NA;NA;NA;NA;27;0.04;day;Pervagor melanocephalus;Seagrass;Benthic autotroph;Benthic autotroph
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;27;0.26;day;Pervagor melanocephalus;Annelida;Annelida;Worm
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Foraminifera;Foraminifera;Foraminifera;NA;NA;NA;NA;NA;NA;27;0.19;day;Pervagor melanocephalus;Foraminifera;Foraminifera;Foraminifera
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Gastropodes;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;NA;27;0.52;day;Pervagor melanocephalus;Gastropoda;Gastropoda;Gastropoda
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Eponges;Porifera;Porifera;NA;NA;NA;NA;NA;NA;27;0.11;day;Pervagor melanocephalus;Porifera;Porifera;Porifera
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Pelecypodes;Bivalvia;Mollusca;Bivalvia;NA;NA;NA;NA;NA;27;0.44;day;Pervagor melanocephalus;Bivalvia;Bivalvia;Bivalvia
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Hydraires;Hydrozoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;NA;27;0.52;day;Pervagor melanocephalus;Hydrozoa;Medusozoa;Medusozoa
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Mollusques_eggs;Mollusca;Mollusca;NA;NA;NA;NA;NA;NA;27;0.3;day;Pervagor melanocephalus;Zooplankton;Eggs;Zooplankton
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Zoanthaires;Zoantharia;Cnidaria;Anthozoa;Zoantharia;NA;NA;NA;NA;27;0.22;day;Pervagor melanocephalus;Zoantharia;Anthozoa;Anthozoa
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Ostracodes;Ostracoda;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;27;0.37;day;Pervagor melanocephalus;Ostracoda;Ostracoda;Zooplankton
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Madréporaires;Scleractinia;Cnidaria;Anthozoa;Scleractinia;NA;NA;NA;NA;27;0.26;day;Pervagor melanocephalus;Scleractinia;Anthozoa;Anthozoa
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Copepodes;Copepoda;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;27;0.22;day;Pervagor melanocephalus;Copepoda;Hexanauplia;Copepoda
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Ophiurides;Ophiuroidea;Echinodermata;Ophiuroidea;NA;NA;NA;NA;NA;27;0.44;day;Pervagor melanocephalus;Ophiuroidea;Ophiuroidea;Ophiuroidea
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Cirripèdes;Cirripedia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;27;0.08;day;Pervagor melanocephalus;Cirripedia;Hexanauplia;Cirripedia
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Echinides;Echinoidea;Echinodermata;Echinoidea;NA;NA;NA;NA;NA;27;0.04;day;Pervagor melanocephalus;Echinoidea;Echinoidea;Echinoidea
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Cumacés;Cumacea;Arthropoda;Malacostraca;Cumacea;NA;NA;NA;NA;27;0.04;day;Pervagor melanocephalus;Cumacea;Malacostraca;Peracarida
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Ascidies;Ascidiacea;Chordata;Ascidiacea;NA;NA;NA;NA;NA;27;1;day;Pervagor melanocephalus;Tunicata;Tunicata;Tunicata
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;27;0.33;day;Pervagor melanocephalus;Isopoda;Malacostraca;Peracarida
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Sand;Inorganic;NA;NA;NA;NA;NA;NA;NA;27;0.67;day;Pervagor melanocephalus;Inorganic;Inorganic;Inorganic
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;27;0.89;day;Pervagor melanocephalus;Amphipoda;Malacostraca;Peracarida
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Alpheids;Alpheidae;Arthropoda;Malacostraca;Decapoda;Alpheidae;NA;NA;NA;27;0.08;day;Pervagor melanocephalus;Shrimp;Malacostraca;Decapoda
mad;Actinopterygii;Monacanthidae;Pervagor;melanocephalus;27;0;Bryozoaires;Bryozoa;Bryozoa;NA;NA;NA;NA;NA;NA;27;0.33;day;Pervagor melanocephalus;Bryozoa;Bryozoa;Bryozoa
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Filamentous_algae;Algae;NA;NA;NA;NA;NA;NA;NA;45;1;day;Petroscirtes mitratus;Algae;Benthic autotroph;Benthic autotroph
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Pelecypodes;Bivalvia;Mollusca;Bivalvia;NA;NA;NA;NA;NA;45;0.02;day;Petroscirtes mitratus;Bivalvia;Bivalvia;Bivalvia
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Macroalgae;Macroalgae;NA;NA;NA;NA;NA;NA;NA;45;0.47;day;Petroscirtes mitratus;Algae;Benthic autotroph;Benthic autotroph
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Ostracodes;Ostracoda;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;45;0.18;day;Petroscirtes mitratus;Ostracoda;Ostracoda;Zooplankton
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Foraminifera;Foraminifera;Foraminifera;NA;NA;NA;NA;NA;NA;45;0.09;day;Petroscirtes mitratus;Foraminifera;Foraminifera;Foraminifera
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Copepodes;Copepoda;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;45;0.24;day;Petroscirtes mitratus;Copepoda;Hexanauplia;Copepoda
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Hydraires;Hydrozoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;NA;45;0.02;day;Petroscirtes mitratus;Hydrozoa;Medusozoa;Medusozoa
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Tanaidacés;Tanaidacea;Arthropoda;Malacostraca;Tanaidacea;NA;NA;NA;NA;45;0.11;day;Petroscirtes mitratus;Tanaidacea;Malacostraca;Peracarida
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;45;0.02;day;Petroscirtes mitratus;Annelida;Annelida;Worm
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;45;0.02;day;Petroscirtes mitratus;Isopoda;Malacostraca;Peracarida
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Gastropoda_eggs;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;NA;45;0.09;day;Petroscirtes mitratus;Zooplankton;Gastropoda;Zooplankton
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;45;0.38;day;Petroscirtes mitratus;Amphipoda;Malacostraca;Peracarida
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Opistobranches;Opisthobranchia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;45;0.07;day;Petroscirtes mitratus;Gastropoda;Gastropoda;Gastropoda
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Insecta_larvae;Insecta;Arthropoda;Insecta;NA;NA;NA;NA;NA;45;0.09;day;Petroscirtes mitratus;Insecta;Insecta;Insecta
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Ascidies;Ascidiacea;Chordata;Ascidiacea;NA;NA;NA;NA;NA;45;0.02;day;Petroscirtes mitratus;Tunicata;Tunicata;Tunicata
mad;Actinopterygii;Blenniidae;Petroscirtes;mitratus;45;0;Fish_eggs;Fish_eggs;Chordata;Actinopterygii;NA;NA;NA;NA;NA;45;0.07;day;Petroscirtes mitratus;Zooplankton;Actinopterygii;Zooplankton
mad;Actinopterygii;Platycephalidae;Cociella;crocodilus;14;4;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;10;0.3;day;Cociella crocodilus;Shrimp;Malacostraca;Decapoda
mad;Actinopterygii;Platycephalidae;Cociella;crocodilus;14;4;Brachyura;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;10;0.1;day;Cociella crocodilus;Brachyura;Malacostraca;Decapoda
mad;Actinopterygii;Platycephalidae;Cociella;crocodilus;14;4;Fish;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;10;0.8;day;Cociella crocodilus;Actinopterygii;Actinopterygii;Actinopterygii
mad;Actinopterygii;Platycephalidae;Cociella;crocodilus;5;1;Fish;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;4;1;night;Cociella crocodilus;Actinopterygii;Actinopterygii;Actinopterygii
mad;Actinopterygii;Plesiopidae;Plesiops;coeruleolineatus;111;75;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;36;0.11;day;Plesiops coeruleolineatus;Annelida;Annelida;Worm
mad;Actinopterygii;Plesiopidae;Plesiops;coeruleolineatus;111;75;Gastropodes;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;NA;36;0.11;day;Plesiops coeruleolineatus;Gastropoda;Gastropoda;Gastropoda
mad;Actinopterygii;Plesiopidae;Plesiops;coeruleolineatus;111;75;Brachyura;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;36;0.17;day;Plesiops coeruleolineatus;Brachyura;Malacostraca;Decapoda
