site_code;class;family_cor;genus;sp;nb_sample;nb_empty;item_raw;item;item_phylum;item_class;item_ord;item_fam;item_gen;item_sp;item_volper;grp6;grp1;grp3;nb_guts;item_freq;time;fish_sp
mad;Actinopterygii;Pomacanthidae;Centropyge;bispinosa;25;0;Madréporaires;Scleractinia;Cnidaria;Anthozoa;Scleractinia;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;25;0.04;day;Centropyge bispinosa
mad;Actinopterygii;Pomacanthidae;Centropyge;bispinosa;25;0;Mollusques_eggs;Mollusca;Mollusca;NA;NA;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;25;0.08;day;Centropyge bispinosa
mad;Actinopterygii;Pomacanthidae;Centropyge;bispinosa;25;0;Cirripèdes;Cirripedia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Cirripedia;Cirripedia;Hexanauplia;25;0.28;day;Centropyge bispinosa
mad;Actinopterygii;Pomacanthidae;Centropyge;bispinosa;25;0;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Peracarida;Amphipoda;Malacostraca;25;0.68;day;Centropyge bispinosa
mad;Actinopterygii;Serranidae;Cephalopholis;argus;32;13;Stomatopoda;Stomatopoda;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;NA;Stomatopoda;Stomatopoda;Malacostraca;19;0.05;day;Cephalopholis argus
mad;Actinopterygii;Serranidae;Cephalopholis;argus;32;13;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Shrimp;Malacostraca;19;0.16;day;Cephalopholis argus
mad;Actinopterygii;Serranidae;Cephalopholis;argus;32;13;Fish;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Actinopterygii;Fish;Actinopterygii;19;0.95;day;Cephalopholis argus
mad;Actinopterygii;Serranidae;Cephalopholis;argus;11;3;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Shrimp;Malacostraca;8;0.25;night;Cephalopholis argus
mad;Actinopterygii;Serranidae;Cephalopholis;argus;11;3;Fish;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Actinopterygii;Fish;Actinopterygii;8;0.87;night;Cephalopholis argus
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Algae;Algae;NA;NA;NA;NA;NA;NA;NA;Benthic autotroph;Benthic autotroph;Algae;50;0.04;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Mollusques_eggs;Mollusca;Mollusca;NA;NA;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;50;0.24;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Hydraires;Hydrozoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;NA;Medusozoa;Hydrozoa;Hydrozoa;50;0.38;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Peracarida;Amphipoda;Malacostraca;50;0.14;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Alcyonaires;Octocorallia;Cnidaria;Anthozoa;NA;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;50;0.48;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Shrimp;Malacostraca;50;0.02;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Actiniaires;Actiniaria;Cnidaria;Anthozoa;Actiniaria;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;50;0.12;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Brachyura_larvae;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;50;0.02;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Madréporaires;Scleractinia;Cnidaria;Anthozoa;Scleractinia;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;50;0.64;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Sipunculides;Sipuncula;Sipuncula;NA;NA;NA;NA;NA;NA;Worm;Sipuncula;Sipuncula;50;0.34;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;Worm;Annelida;Polychaeta;50;0.82;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Holothurides;Holothuroidea;Echinodermata;Holothuroidea;NA;NA;NA;NA;NA;Holothuroidea;Holothuroidea;Holothuroidea;50;0.02;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Opistobranches;Opisthobranchia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropoda;Gastropoda;50;0.06;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Pogonophores;Siboglinidae;Annelida;Polychaeta;Sabellida;Siboglinidae;NA;NA;NA;Worm;Annelida;Polychaeta;50;0.06;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Ascidies;Ascidiacea;Chordata;Ascidiacea;NA;NA;NA;NA;NA;Tunicata;Tunicata;Tunicata;50;0.14;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;Fish_eggs;Fish_eggs;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;50;0.24;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;54;4;OM;Detritus_OM;NA;NA;NA;NA;NA;NA;NA;Detritus;Detritus;Detritus;50;0.02;day;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;21;12;Hydraires;Hydrozoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;NA;Medusozoa;Hydrozoa;Hydrozoa;9;0.22;night;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;21;12;Alcyonaires;Octocorallia;Cnidaria;Anthozoa;NA;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;9;0.88;night;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;21;12;Madréporaires;Scleractinia;Cnidaria;Anthozoa;Scleractinia;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;9;0.77;night;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;21;12;Sipunculides;Sipuncula;Sipuncula;NA;NA;NA;NA;NA;NA;Worm;Sipuncula;Sipuncula;9;0.11;night;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;21;12;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;Worm;Annelida;Polychaeta;9;0.88;night;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;21;12;Holothurides;Holothuroidea;Echinodermata;Holothuroidea;NA;NA;NA;NA;NA;Holothuroidea;Holothuroidea;Holothuroidea;9;0.22;night;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;21;12;Pogonophores;Siboglinidae;Annelida;Polychaeta;Sabellida;Siboglinidae;NA;NA;NA;Worm;Annelida;Polychaeta;9;0.11;night;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;auriga;21;12;Mollusques_eggs;Mollusca;Mollusca;NA;NA;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;9;0.11;night;Chaetodon auriga
mad;Actinopterygii;Chaetodontidae;Chaetodon;blackburnii;30;2;Algae;Algae;NA;NA;NA;NA;NA;NA;NA;Benthic autotroph;Benthic autotroph;Algae;28;0.53;day;Chaetodon blackburnii
mad;Actinopterygii;Chaetodontidae;Chaetodon;blackburnii;30;2;Pogonophores;Siboglinidae;Annelida;Polychaeta;Sabellida;Siboglinidae;NA;NA;NA;Worm;Annelida;Polychaeta;28;0.04;day;Chaetodon blackburnii
mad;Actinopterygii;Chaetodontidae;Chaetodon;blackburnii;30;2;Hydraires;Hydrozoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;NA;Medusozoa;Hydrozoa;Hydrozoa;28;0.82;day;Chaetodon blackburnii
mad;Actinopterygii;Chaetodontidae;Chaetodon;blackburnii;30;2;Ascidies;Ascidiacea;Chordata;Ascidiacea;NA;NA;NA;NA;NA;Tunicata;Tunicata;Tunicata;28;0.07;day;Chaetodon blackburnii
mad;Actinopterygii;Chaetodontidae;Chaetodon;blackburnii;30;2;Alcyonaires;Octocorallia;Cnidaria;Anthozoa;NA;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;28;0.68;day;Chaetodon blackburnii
mad;Actinopterygii;Chaetodontidae;Chaetodon;blackburnii;30;2;OM;Detritus_OM;NA;NA;NA;NA;NA;NA;NA;Detritus;Detritus;Detritus;28;0.28;day;Chaetodon blackburnii
mad;Actinopterygii;Chaetodontidae;Chaetodon;blackburnii;30;2;Madréporaires;Scleractinia;Cnidaria;Anthozoa;Scleractinia;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;28;0.11;day;Chaetodon blackburnii
mad;Actinopterygii;Chaetodontidae;Chaetodon;blackburnii;30;2;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;Worm;Annelida;Polychaeta;28;0.75;day;Chaetodon blackburnii
mad;Actinopterygii;Chaetodontidae;Chaetodon;blackburnii;30;2;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Peracarida;Amphipoda;Malacostraca;28;0.68;day;Chaetodon blackburnii
mad;Actinopterygii;Chaetodontidae;Chaetodon;blackburnii;30;2;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Shrimp;Malacostraca;28;0.04;day;Chaetodon blackburnii
mad;Actinopterygii;Chaetodontidae;Chaetodon;guttatissimus;27;1;Alcyonaires;Octocorallia;Cnidaria;Anthozoa;NA;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;26;0.04;day;Chaetodon guttatissimus
mad;Actinopterygii;Chaetodontidae;Chaetodon;guttatissimus;27;1;Madréporaires;Scleractinia;Cnidaria;Anthozoa;Scleractinia;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;26;1;day;Chaetodon guttatissimus
mad;Actinopterygii;Chaetodontidae;Chaetodon;guttatissimus;27;1;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;Worm;Annelida;Polychaeta;26;0.04;day;Chaetodon guttatissimus
mad;Actinopterygii;Chaetodontidae;Chaetodon;guttatissimus;27;1;Fish_eggs;Fish_eggs;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;26;0.04;day;Chaetodon guttatissimus
mad;Actinopterygii;Chaetodontidae;Chaetodon;melannotus;11;2;Alcyonaires;Octocorallia;Cnidaria;Anthozoa;NA;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;9;1;day;Chaetodon melannotus
mad;Actinopterygii;Chaetodontidae;Chaetodon;trifasciatus;35;0;Madréporaires;Scleractinia;Cnidaria;Anthozoa;Scleractinia;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;35;1;day;Chaetodon trifasciatus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Algae;Algae;NA;NA;NA;NA;NA;NA;NA;Benthic autotroph;Benthic autotroph;Algae;13;0.08;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Opistobranches;Opisthobranchia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropoda;Gastropoda;13;0.46;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Hydraires;Hydrozoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;NA;Medusozoa;Hydrozoa;Hydrozoa;13;0.38;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Mollusques_eggs;Mollusca;Mollusca;NA;NA;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;13;0.31;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Alcyonaires;Octocorallia;Cnidaria;Anthozoa;NA;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;13;0.92;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Pycnogonides;Pycnogonida;Arthropoda;Pycnogonida;NA;NA;NA;NA;NA;Pycnogonida;Pycnogonida;Pycnogonida;13;0.15;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Actiniaires;Actiniaria;Cnidaria;Anthozoa;Actiniaria;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;13;0.62;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Peracarida;Isopoda;Malacostraca;13;0.08;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Madréporaires;Scleractinia;Cnidaria;Anthozoa;Scleractinia;NA;NA;NA;NA;Anthozoa;Anthozoa;Anthozoa;13;1;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Peracarida;Amphipoda;Malacostraca;13;0.15;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Nematodes;Nematoda;Nematoda;NA;NA;NA;NA;NA;NA;Worm;Microfauna;Microfauna;13;0.08;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Echiures;Echiuroidae;Annelida;Polychaeta;Echiura;NA;NA;NA;NA;Worm;Annelida;Polychaeta;13;0.15;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;Worm;Annelida;Polychaeta;13;0.92;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Holothurides;Holothuroidea;Echinodermata;Holothuroidea;NA;NA;NA;NA;NA;Holothuroidea;Holothuroidea;Holothuroidea;13;0.08;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Pogonophores;Siboglinidae;Annelida;Polychaeta;Sabellida;Siboglinidae;NA;NA;NA;Worm;Annelida;Polychaeta;13;0.31;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;Ascidies;Ascidiacea;Chordata;Ascidiacea;NA;NA;NA;NA;NA;Tunicata;Tunicata;Tunicata;13;0.08;day;Chaetodon vagabundus
mad;Actinopterygii;Chaetodontidae;Chaetodon;vagabundus;13;0;OM;Detritus_OM;NA;NA;NA;NA;NA;NA;NA;Detritus;Detritus;Detritus;13;0.15;day;Chaetodon vagabundus
mad;Actinopterygii;Labridae;Oxycheilinus;bimaculatus;52;2;Foraminifera;Foraminifera;Foraminifera;NA;NA;NA;NA;NA;NA;Foraminifera;Foraminifera;Foraminifera;50;0.02;day;Oxycheilinus bimaculatus
mad;Actinopterygii;Labridae;Oxycheilinus;bimaculatus;52;2;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Peracarida;Isopoda;Malacostraca;50;0.08;day;Oxycheilinus bimaculatus
mad;Actinopterygii;Labridae;Oxycheilinus;bimaculatus;52;2;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;Worm;Annelida;Polychaeta;50;0.12;day;Oxycheilinus bimaculatus
mad;Actinopterygii;Labridae;Oxycheilinus;bimaculatus;52;2;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Peracarida;Amphipoda;Malacostraca;50;0.34;day;Oxycheilinus bimaculatus
mad;Actinopterygii;Labridae;Oxycheilinus;bimaculatus;52;2;Gastropodes;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropoda;Gastropoda;50;0.1;day;Oxycheilinus bimaculatus
mad;Actinopterygii;Labridae;Oxycheilinus;bimaculatus;52;2;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Shrimp;Malacostraca;50;0.1;day;Oxycheilinus bimaculatus
mad;Actinopterygii;Labridae;Oxycheilinus;bimaculatus;52;2;Pycnogonides;Pycnogonida;Arthropoda;Pycnogonida;NA;NA;NA;NA;NA;Pycnogonida;Pycnogonida;Pycnogonida;50;0.04;day;Oxycheilinus bimaculatus
mad;Actinopterygii;Labridae;Oxycheilinus;bimaculatus;52;2;Pagures;Paguroidea;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Paguroidea;Malacostraca;50;0.02;day;Oxycheilinus bimaculatus
mad;Actinopterygii;Labridae;Oxycheilinus;bimaculatus;52;2;Ostracodes;Ostracoda;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Zooplankton;Ostracoda;Ostracoda;50;0.02;day;Oxycheilinus bimaculatus
mad;Actinopterygii;Labridae;Oxycheilinus;bimaculatus;52;2;Brachyura;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Crab;Malacostraca;50;0.18;day;Oxycheilinus bimaculatus
mad;Actinopterygii;Labridae;Oxycheilinus;bimaculatus;52;2;Harpacticoida;Harpacticoida;Arthropoda;Hexanauplia;Harpacticoida;NA;NA;NA;NA;Copepoda;Copepoda;Hexanauplia;50;0.06;day;Oxycheilinus bimaculatus
mad;Actinopterygii;Labridae;Oxycheilinus;bimaculatus;52;2;Tanaidacés;Tanaidacea;Arthropoda;Malacostraca;Tanaidacea;NA;NA;NA;NA;Peracarida;Tanaidacea;Malacostraca;50;0.24;day;Oxycheilinus bimaculatus
mad;Actinopterygii;Labridae;Cheilinus;trilobatus;28;0;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;Worm;Annelida;Polychaeta;28;0.07;day;Cheilinus trilobatus
mad;Actinopterygii;Labridae;Cheilinus;trilobatus;28;0;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Peracarida;Amphipoda;Malacostraca;28;0.36;day;Cheilinus trilobatus
mad;Actinopterygii;Labridae;Cheilinus;trilobatus;28;0;Gastropodes;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropoda;Gastropoda;28;0.75;day;Cheilinus trilobatus
mad;Actinopterygii;Labridae;Cheilinus;trilobatus;28;0;Galatheidae;Galatheidae;Arthropoda;Malacostraca;Decapoda;Galatheidae;NA;NA;NA;Decapoda;Crab;Malacostraca;28;0.04;day;Cheilinus trilobatus
mad;Actinopterygii;Labridae;Cheilinus;trilobatus;28;0;Polyplacophores;Polyplacophora;Mollusca;Polyplacophora;NA;NA;NA;NA;NA;Polyplacophora;Polyplacophora;Polyplacophora;28;0.04;day;Cheilinus trilobatus
mad;Actinopterygii;Labridae;Cheilinus;trilobatus;28;0;Pagures;Paguroidea;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Paguroidea;Malacostraca;28;0.25;day;Cheilinus trilobatus
mad;Actinopterygii;Labridae;Cheilinus;trilobatus;28;0;Pelecypodes;Bivalvia;Mollusca;Bivalvia;NA;NA;NA;NA;NA;Bivalvia;Bivalvia;Bivalvia;28;0.32;day;Cheilinus trilobatus
mad;Actinopterygii;Labridae;Cheilinus;trilobatus;28;0;Brachyura;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Crab;Malacostraca;28;0.79;day;Cheilinus trilobatus
mad;Actinopterygii;Labridae;Cheilinus;trilobatus;28;0;Mollusques_eggs;Mollusca;Mollusca;NA;NA;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;28;0.11;day;Cheilinus trilobatus
mad;Actinopterygii;Labridae;Cheilinus;trilobatus;28;0;Sipunculides;Sipuncula;Sipuncula;NA;NA;NA;NA;NA;NA;Worm;Sipuncula;Sipuncula;28;0.07;day;Cheilinus trilobatus
mad;Actinopterygii;Labridae;Cheilinus;trilobatus;28;0;Tanaidacés;Tanaidacea;Arthropoda;Malacostraca;Tanaidacea;NA;NA;NA;NA;Peracarida;Tanaidacea;Malacostraca;28;0.04;day;Cheilinus trilobatus
mad;Actinopterygii;Labridae;Cheilinus;trilobatus;28;0;Ophiurides;Ophiuroidea;Echinodermata;Ophiuroidea;NA;NA;NA;NA;NA;Ophiuroidea;Ophiuroidea;Ophiuroidea;28;0.21;day;Cheilinus trilobatus
mad;Actinopterygii;Labridae;Cheilinus;trilobatus;28;0;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Peracarida;Isopoda;Malacostraca;28;0.04;day;Cheilinus trilobatus
mad;Actinopterygii;Labridae;Cheilio;inermis;64;8;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;Worm;Annelida;Polychaeta;56;0.03;day;Cheilio inermis
mad;Actinopterygii;Labridae;Cheilio;inermis;64;8;Gastropodes;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropoda;Gastropoda;56;0.2;day;Cheilio inermis
mad;Actinopterygii;Labridae;Cheilio;inermis;64;8;Fish;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Actinopterygii;Fish;Actinopterygii;56;0.11;day;Cheilio inermis
mad;Actinopterygii;Labridae;Cheilio;inermis;64;8;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Peracarida;Isopoda;Malacostraca;56;0.11;day;Cheilio inermis
mad;Actinopterygii;Labridae;Cheilio;inermis;64;8;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Peracarida;Amphipoda;Malacostraca;56;0.13;day;Cheilio inermis
mad;Actinopterygii;Labridae;Cheilio;inermis;64;8;Galatheidae;Galatheidae;Arthropoda;Malacostraca;Decapoda;Galatheidae;NA;NA;NA;Decapoda;Crab;Malacostraca;56;0.04;day;Cheilio inermis
mad;Actinopterygii;Labridae;Cheilio;inermis;64;8;Pagures;Paguroidea;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Paguroidea;Malacostraca;56;0.04;day;Cheilio inermis
mad;Actinopterygii;Labridae;Cheilio;inermis;64;8;Brachyura;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Crab;Malacostraca;56;0.2;day;Cheilio inermis
mad;Actinopterygii;Pomacentridae;Chromis;ternatensis;37;0;Filamentous_algae;Algae;NA;NA;NA;NA;NA;NA;NA;Benthic autotroph;Benthic autotroph;Algae;37;0.22;day;Chromis ternatensis
mad;Actinopterygii;Pomacentridae;Chromis;ternatensis;37;0;Shrimp_larvae;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;37;0.65;day;Chromis ternatensis
mad;Actinopterygii;Pomacentridae;Chromis;ternatensis;37;0;Eponges_larvae;Porifera;Porifera;NA;NA;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;37;0.14;day;Chromis ternatensis
mad;Actinopterygii;Pomacentridae;Chromis;ternatensis;37;0;Ascidies larves;Ascidiacea;Chordata;Ascidiacea;NA;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;37;0.05;day;Chromis ternatensis
mad;Actinopterygii;Pomacentridae;Chromis;ternatensis;37;0;Polychaetes larvae;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;Zooplankton;Annelida;Polychaeta;37;0.27;day;Chromis ternatensis
mad;Actinopterygii;Pomacentridae;Chromis;ternatensis;37;0;Appendiculaires;Appendicularia;Chordata;Appendicularia;NA;NA;NA;NA;NA;Tunicata;Tunicata;Tunicata;37;0.11;day;Chromis ternatensis
mad;Actinopterygii;Pomacentridae;Chromis;ternatensis;37;0;Gastropodes;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropoda;Gastropoda;37;0.03;day;Chromis ternatensis
mad;Actinopterygii;Pomacentridae;Chromis;ternatensis;37;0;Fish_eggs;Fish_eggs;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;37;0.32;day;Chromis ternatensis
mad;Actinopterygii;Pomacentridae;Chromis;ternatensis;37;0;Ostracodes;Ostracoda;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Zooplankton;Ostracoda;Ostracoda;37;0.35;day;Chromis ternatensis
mad;Actinopterygii;Pomacentridae;Chromis;ternatensis;37;0;OM;Detritus_OM;NA;NA;NA;NA;NA;NA;NA;Detritus;Detritus;Detritus;37;0.08;day;Chromis ternatensis
mad;Actinopterygii;Pomacentridae;Chromis;ternatensis;37;0;Calanoida;Calanoida;Arthropoda;Hexanauplia;Calanoida;NA;NA;NA;NA;Copepoda;Copepoda;Hexanauplia;37;0.97;day;Chromis ternatensis
mad;Actinopterygii;Pomacentridae;Chromis;ternatensis;37;0;Gnathiids;Gnathiidae;Arthropoda;Malacostraca;Isopoda;Gnathiidae;NA;NA;NA;Peracarida;Isopoda;Malacostraca;37;0.11;day;Chromis ternatensis
mad;Actinopterygii;Pomacentridae;Chromis;dimidiata;48;0;Macroalgae;Macroalgae;NA;NA;NA;NA;NA;NA;NA;Benthic autotroph;Benthic autotroph;Algae;48;0.65;day;Chromis dimidiata
mad;Actinopterygii;Pomacentridae;Chromis;dimidiata;48;0;Gnathiids;Gnathiidae;Arthropoda;Malacostraca;Isopoda;Gnathiidae;NA;NA;NA;Peracarida;Isopoda;Malacostraca;48;0.31;day;Chromis dimidiata
mad;Actinopterygii;Pomacentridae;Chromis;dimidiata;48;0;Foraminifera;Foraminifera;Foraminifera;NA;NA;NA;NA;NA;NA;Foraminifera;Foraminifera;Foraminifera;48;0.06;day;Chromis dimidiata
mad;Actinopterygii;Pomacentridae;Chromis;dimidiata;48;0;Amphipodes;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Peracarida;Amphipoda;Malacostraca;48;0.04;day;Chromis dimidiata
mad;Actinopterygii;Pomacentridae;Chromis;dimidiata;48;0;Eponges_larvae;Porifera;Porifera;NA;NA;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;48;0.1;day;Chromis dimidiata
mad;Actinopterygii;Pomacentridae;Chromis;dimidiata;48;0;Shrimp_larvae;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Zooplankton;Zooplankton;Zooplankton;48;0.13;day;Chromis dimidiata
