site,cons_class,cons_fam,cons_sp,lev1,lev2,w,nb_sample,nb_guts,nb_empty,cons_size
mari,Actinopterygii,Pomacentridae,Chrysiptera brownriggii,Algae,Benthic autotroph,0.33,18,18,0,8
mari,Actinopterygii,Pomacentridae,Chrysiptera brownriggii,Algae,Benthic autotroph,0.22,18,18,0,8
mari,Actinopterygii,Pomacentridae,Chrysiptera brownriggii,Annelida,Worm,0.05,18,18,0,8
mari,Actinopterygii,Pomacentridae,Chrysiptera brownriggii,Coralline algae,Coralline algae,0.05,18,18,0,8
mari,Actinopterygii,Pomacentridae,Chrysiptera brownriggii,Foraminifera,Foraminifera,0.16,18,18,0,8
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,Actinopterygii,Actinopterygii,0.12,31,31,0,11.5
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,Algae,Benthic autotroph,0.78,31,31,0,11.5
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,Algae,Benthic autotroph,0.03,31,31,0,11.5
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,Algae,Benthic autotroph,0.06,31,31,0,11.5
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,Amphipoda,Zooplankton,0.03,31,31,0,11.5
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,Annelida,Worm,0.03,31,31,0,11.5
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,Brachyura,Decapoda,0.06,31,31,0,11.5
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,Gastropoda,Gastropoda,0.03,31,31,0,11.5
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,Insecta,Insecta,0.03,31,31,0,11.5
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,Isopoda,Zooplankton,0.03,31,31,0,11.5
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,Shrimp,Decapoda,0.28,31,31,0,11.5
mari,Actinopterygii,Pomacentridae,Chrysiptera glauca,Zooplankton,Zooplankton,0.06,31,31,0,11.5
mari,Actinopterygii,Cirrhitidae,Cirrhitichthys aprinus,Actinopterygii,Actinopterygii,1,3,3,0,12.5
mari,Actinopterygii,Cirrhitidae,Cirrhitichthys aprinus,Amphipoda,Zooplankton,1,3,3,0,12.5
mari,Actinopterygii,Cirrhitidae,Cirrhitichthys aprinus,Annelida,Worm,1,3,3,0,12.5
mari,Actinopterygii,Cirrhitidae,Cirrhitichthys aprinus,Brachyura,Decapoda,1,3,3,0,12.5
mari,Actinopterygii,Cirrhitidae,Cirrhitichthys aprinus,Isopoda,Zooplankton,1,3,3,0,12.5
mari,Actinopterygii,Cirrhitidae,Cirrhitichthys aprinus,Zooplankton,Zooplankton,1,3,3,0,12.5
mari,Actinopterygii,Blenniidae,Cirripectes variolosus,Algae,Benthic autotroph,0.77,9,9,0,8.9
mari,Actinopterygii,Blenniidae,Cirripectes variolosus,Detritus,Detritus,0.88,9,9,0,8.9
mari,Actinopterygii,Blenniidae,Cirripectes variolosus,Foraminifera,Foraminifera,0.33,9,9,0,8.9
mari,Actinopterygii,Blenniidae,Cirripectes variolosus,Gastropoda,Gastropoda,0.11,9,9,0,8.9
mari,Actinopterygii,Blenniidae,Cirripectes variolosus,Ostracoda,Zooplankton,0.22,9,9,0,8.9
mari,Actinopterygii,Blenniidae,Cirripectes variolosus,Phytoplankton,Phytoplankton,0.22,9,9,0,8.9
mari,Actinopterygii,Syngnathidae,Corythoichthys flavofasciatus,Copepoda,Zooplankton,1,3,3,0,12
mari,Actinopterygii,Syngnathidae,Corythoichthys flavofasciatus,Isopoda,Zooplankton,0.33,3,3,0,12
mari,Actinopterygii,Syngnathidae,Corythoichthys flavofasciatus,Ostracoda,Zooplankton,0.33,3,3,0,12
mari,Actinopterygii,Mugilidae,Crenimugil crenilabis,Algae,Benthic autotroph,0.15,13,13,0,60
mari,Actinopterygii,Mugilidae,Crenimugil crenilabis,Cyanobacteria,Cyanobacteria,0.84,13,13,0,60
mari,Actinopterygii,Mugilidae,Crenimugil crenilabis,Detritus,Detritus,0.92,13,13,0,60
mari,Actinopterygii,Mugilidae,Crenimugil crenilabis,Foraminifera,Foraminifera,0.76,13,13,0,60
mari,Actinopterygii,Mugilidae,Crenimugil crenilabis,Phytoplankton,Phytoplankton,0.61,13,13,0,60
mari,Actinopterygii,Acanthuridae,Ctenochaetus striatus,Algae,Benthic autotroph,0.8,15,15,0,26
mari,Actinopterygii,Acanthuridae,Ctenochaetus striatus,Algae,Benthic autotroph,0.4,15,15,0,26
mari,Actinopterygii,Acanthuridae,Ctenochaetus striatus,Algae,Benthic autotroph,0.06,15,15,0,26
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,Actinopterygii,Actinopterygii,0.22,22,22,0,10
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,Actinopterygii,Actinopterygii,0.04,22,22,0,10
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,Algae,Benthic autotroph,0.18,22,22,0,10
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,Algae,Benthic autotroph,0.59,22,22,0,10
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,Algae,Benthic autotroph,0.04,22,22,0,10
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,Copepoda,Zooplankton,0.72,22,22,0,10
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,Copepoda,Zooplankton,0.27,22,22,0,10
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,Isopoda,Zooplankton,0.36,22,22,0,10
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,Ostracoda,Zooplankton,0.09,22,22,0,10
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,Shrimp,Decapoda,0.09,22,22,0,10
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,Zooplankton,Zooplankton,0.36,22,22,0,10
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,Zooplankton,Zooplankton,0.22,22,22,0,10
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,Zooplankton,Zooplankton,0.45,22,22,0,10
mari,Actinopterygii,Bythitidae,Dinematichthys iluocoeteoides,Actinopterygii,Actinopterygii,0.25,16,12,4,12
mari,Actinopterygii,Bythitidae,Dinematichthys iluocoeteoides,Brachyura,Decapoda,0.25,16,12,4,12
mari,Actinopterygii,Bythitidae,Dinematichthys iluocoeteoides,Isopoda,Zooplankton,0.08,16,12,4,12
mari,Actinopterygii,Bythitidae,Dinematichthys iluocoeteoides,Ostracoda,Zooplankton,0.08,16,12,4,12
mari,Actinopterygii,Bythitidae,Dinematichthys iluocoeteoides,Shrimp,Decapoda,0.33,16,12,4,12
mari,Actinopterygii,Serranidae,Epinephelus fuscoguttatus,Actinopterygii,Actinopterygii,0.2,8,5,3,120
mari,Actinopterygii,Serranidae,Epinephelus fuscoguttatus,Actinopterygii,Actinopterygii,0.2,8,5,3,120
mari,Actinopterygii,Serranidae,Epinephelus fuscoguttatus,Actinopterygii,Actinopterygii,0.2,8,5,3,120
mari,Actinopterygii,Serranidae,Epinephelus fuscoguttatus,Actinopterygii,Actinopterygii,0.2,8,5,3,120
mari,Actinopterygii,Serranidae,Epinephelus fuscoguttatus,Brachyura,Decapoda,0.2,8,5,3,120
mari,Actinopterygii,Serranidae,Epinephelus fuscoguttatus,Shrimp,Decapoda,0.2,8,5,3,120
mari,Actinopterygii,Serranidae,Epinephelus hexagonatus,Actinopterygii,Actinopterygii,1,6,4,2,27.5
mari,Actinopterygii,Serranidae,Epinephelus hexagonatus,Actinopterygii,Actinopterygii,1,6,4,2,27.5
mari,Actinopterygii,Serranidae,Epinephelus hexagonatus,Actinopterygii,Actinopterygii,1,6,4,2,27.5
mari,Actinopterygii,Serranidae,Epinephelus hexagonatus,Annelida,Worm,0.25,6,4,2,27.5
mari,Actinopterygii,Serranidae,Epinephelus howlandi,Actinopterygii,Actinopterygii,0.75,12,8,4,55
mari,Actinopterygii,Serranidae,Epinephelus howlandi,Brachyura,Decapoda,0.25,12,8,4,55
mari,Actinopterygii,Serranidae,Epinephelus howlandi,Cephalopoda,Cephalopoda,0.12,12,8,4,55
mari,Actinopterygii,Serranidae,Epinephelus howlandi,Inorganic,Inorganic,0.37,12,8,4,55
mari,Actinopterygii,Serranidae,Epinephelus howlandi,Shrimp,Decapoda,0.12,12,8,4,55
mari,Actinopterygii,Serranidae,Epinephelus howlandi,Shrimp,Decapoda,0.12,12,8,4,55
mari,Actinopterygii,Serranidae,Epinephelus merra,Actinopterygii,Actinopterygii,0.28,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Actinopterygii,Actinopterygii,0.04,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Actinopterygii,Actinopterygii,0.04,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Actinopterygii,Actinopterygii,0.04,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Actinopterygii,Actinopterygii,0.04,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Actinopterygii,Actinopterygii,0.04,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Actinopterygii,Actinopterygii,0.04,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Actinopterygii,Actinopterygii,0.08,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Anomura,Decapoda,0.04,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Anomura,Decapoda,0.04,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Brachyura,Decapoda,0.24,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Brachyura,Decapoda,0.08,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Shrimp,Decapoda,0.04,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Shrimp,Decapoda,0.04,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Stomatopoda,Stomatopoda,0.08,31,25,6,32
mari,Actinopterygii,Serranidae,Epinephelus merra,Zooplankton,Zooplankton,0.04,31,25,6,32
mari,Actinopterygii,Fistulariidae,Fistularia petimba,Actinopterygii,Actinopterygii,0.77,9,9,0,200
mari,Actinopterygii,Fistulariidae,Fistularia petimba,Actinopterygii,Actinopterygii,0.33,9,9,0,200
mari,Actinopterygii,Fistulariidae,Fistularia petimba,Actinopterygii,Actinopterygii,0.33,9,9,0,200
mari,Actinopterygii,Fistulariidae,Fistularia petimba,Actinopterygii,Actinopterygii,0.11,9,9,0,200
mari,Actinopterygii,Fistulariidae,Fistularia petimba,Actinopterygii,Actinopterygii,0.11,9,9,0,200
mari,Actinopterygii,Lethrinidae,Gnathodentex aureolineatus,Actinopterygii,Actinopterygii,0.25,4,4,0,30
mari,Actinopterygii,Lethrinidae,Gnathodentex aureolineatus,Actinopterygii,Actinopterygii,0.25,4,4,0,30
mari,Actinopterygii,Lethrinidae,Gnathodentex aureolineatus,Annelida,Worm,0.25,4,4,0,30
mari,Actinopterygii,Lethrinidae,Gnathodentex aureolineatus,Brachyura,Decapoda,1,4,4,0,30
mari,Actinopterygii,Lethrinidae,Gnathodentex aureolineatus,Gastropoda,Gastropoda,0.75,4,4,0,30
mari,Actinopterygii,Gobiidae,Gnatholepis anjerensis,Algae,Benthic autotroph,0.4,5,5,0,8.4
mari,Actinopterygii,Gobiidae,Gnatholepis anjerensis,Copepoda,Zooplankton,1,5,5,0,8.4
mari,Actinopterygii,Gobiidae,Gnatholepis anjerensis,Detritus,Detritus,0.6,5,5,0,8.4
mari,Actinopterygii,Gobiidae,Gnatholepis anjerensis,Gastropoda,Gastropoda,0.2,5,5,0,8.4
mari,Actinopterygii,Gobiidae,Gnatholepis anjerensis,Ostracoda,Zooplankton,0.2,5,5,0,8.4
mari,Actinopterygii,Gobiidae,Gnatholepis anjerensis,Zooplankton,Zooplankton,0.2,5,5,0,8.4
mari,Actinopterygii,Gobiidae,Gobiodon erythrospilus,Annelida,Worm,0.25,5,4,1,5.4
mari,Actinopterygii,Gobiidae,Gobiodon erythrospilus,Isopoda,Zooplankton,0.25,5,4,1,5.4
mari,Actinopterygii,Gobiidae,Gobiodon erythrospilus,Zooplankton,Zooplankton,0.5,5,4,1,5.4
mari,Actinopterygii,Gobiidae,Gobiodon rivulatus,Annelida,Worm,0.25,11,8,3,5
mari,Actinopterygii,Gobiidae,Gobiodon rivulatus,Copepoda,Zooplankton,0.5,11,8,3,5
mari,Actinopterygii,Gobiidae,Gobiodon rivulatus,Detritus,Detritus,0.12,11,8,3,5
mari,Actinopterygii,Gobiidae,Gobiodon rivulatus,Isopoda,Zooplankton,0.25,11,8,3,5
mari,Actinopterygii,Gobiidae,Gobiodon rivulatus,Zooplankton,Zooplankton,0.25,11,8,3,5
mari,Actinopterygii,Labridae,Gomphosus varius,Actinopterygii,Actinopterygii,0.05,21,20,1,30
mari,Actinopterygii,Labridae,Gomphosus varius,Algae,Benthic autotroph,0.05,21,20,1,30
mari,Actinopterygii,Labridae,Gomphosus varius,Bivalvia,Bivalvia,0.05,21,20,1,30
mari,Actinopterygii,Labridae,Gomphosus varius,Brachyura,Decapoda,0.35,21,20,1,30
mari,Actinopterygii,Labridae,Gomphosus varius,Brachyura,Decapoda,0.05,21,20,1,30
mari,Actinopterygii,Labridae,Gomphosus varius,Gastropoda,Gastropoda,0.05,21,20,1,30
mari,Actinopterygii,Labridae,Gomphosus varius,Shrimp,Decapoda,0.4,21,20,1,30
mari,Actinopterygii,Labridae,Gomphosus varius,Shrimp,Decapoda,0.2,21,20,1,30
mari,Actinopterygii,Muraenidae,Gymnothorax buroensis,Actinopterygii,Actinopterygii,0.05,25,17,8,38.7
mari,Actinopterygii,Muraenidae,Gymnothorax buroensis,Actinopterygii,Actinopterygii,0.05,25,17,8,38.7
mari,Actinopterygii,Muraenidae,Gymnothorax buroensis,Brachyura,Decapoda,0.64,25,17,8,38.7
mari,Actinopterygii,Muraenidae,Gymnothorax buroensis,Brachyura,Decapoda,0.11,25,17,8,38.7
mari,Actinopterygii,Muraenidae,Gymnothorax buroensis,Brachyura,Decapoda,0.05,25,17,8,38.7
mari,Actinopterygii,Muraenidae,Gymnothorax buroensis,Shrimp,Decapoda,0.08,25,17,8,38.7
mari,Actinopterygii,Muraenidae,Gymnothorax buroensis,Stomatopoda,Stomatopoda,0.05,25,17,8,38.7
mari,Actinopterygii,Muraenidae,Gymnothorax flavimarginatus,Actinopterygii,Actinopterygii,0.75,11,4,7,240
mari,Actinopterygii,Muraenidae,Gymnothorax flavimarginatus,Actinopterygii,Actinopterygii,0.75,11,4,7,240
mari,Actinopterygii,Muraenidae,Gymnothorax flavimarginatus,Actinopterygii,Actinopterygii,0.75,11,4,7,240
mari,Actinopterygii,Muraenidae,Gymnothorax flavimarginatus,Brachyura,Decapoda,0.5,11,4,7,240
mari,Actinopterygii,Muraenidae,Gymnothorax margaritophorus,Actinopterygii,Actinopterygii,1,8,4,4,70
mari,Actinopterygii,Muraenidae,Gymnothorax pictus,Actinopterygii,Actinopterygii,0.75,6,4,2,140
mari,Actinopterygii,Muraenidae,Gymnothorax pictus,Brachyura,Decapoda,0.5,6,4,2,140
mari,Actinopterygii,Muraenidae,Gymnothorax sp,Actinopterygii,Actinopterygii,0.14,14,7,7,81.9527027027
mari,Actinopterygii,Muraenidae,Gymnothorax sp,Actinopterygii,Actinopterygii,0.14,14,7,7,81.9527027027
mari,Actinopterygii,Muraenidae,Gymnothorax sp,Actinopterygii,Actinopterygii,0.14,14,7,7,81.9527027027
mari,Actinopterygii,Muraenidae,Gymnothorax sp,Brachyura,Decapoda,0.28,14,7,7,81.9527027027
mari,Actinopterygii,Muraenidae,Gymnothorax sp,Brachyura,Decapoda,0.14,14,7,7,81.9527027027
mari,Actinopterygii,Muraenidae,Gymnothorax sp,Foraminifera,Foraminifera,0.14,14,7,7,81.9527027027
mari,Actinopterygii,Muraenidae,Gymnothorax sp,Stomatopoda,Stomatopoda,0.28,14,7,7,81.9527027027
mari,Actinopterygii,Labridae,Halichoeres hortulanus,Algae,Benthic autotroph,0.17,6,6,0,27
mari,Actinopterygii,Labridae,Halichoeres hortulanus,Annelida,Worm,0.33,6,6,0,27
mari,Actinopterygii,Labridae,Halichoeres hortulanus,Anomura,Decapoda,0.17,6,6,0,27
mari,Actinopterygii,Labridae,Halichoeres hortulanus,Bivalvia,Bivalvia,0.17,6,6,0,27
mari,Actinopterygii,Labridae,Halichoeres hortulanus,Gastropoda,Gastropoda,1,6,6,0,27
mari,Actinopterygii,Labridae,Halichoeres margaritaceus,Actinopterygii,Actinopterygii,0.06,15,15,0,12.5
mari,Actinopterygii,Labridae,Halichoeres margaritaceus,Annelida,Worm,0.26,15,15,0,12.5
mari,Actinopterygii,Labridae,Halichoeres margaritaceus,Brachyura,Decapoda,0.13,15,15,0,12.5
mari,Actinopterygii,Labridae,Halichoeres margaritaceus,Brachyura,Decapoda,0.06,15,15,0,12.5
mari,Actinopterygii,Labridae,Halichoeres margaritaceus,Foraminifera,Foraminifera,0.26,15,15,0,12.5
mari,Actinopterygii,Labridae,Halichoeres margaritaceus,Gastropoda,Gastropoda,0.13,15,15,0,12.5
mari,Actinopterygii,Labridae,Halichoeres margaritaceus,Polyplacophora,Polyplacophora,0.06,15,15,0,12.5
mari,Actinopterygii,Labridae,Halichoeres margaritaceus,Shrimp,Decapoda,0.46,15,15,0,12.5
mari,Actinopterygii,Labridae,Halichoeres margaritaceus,Tanaidacea,Zooplankton,0.2,15,15,0,12.5
mari,Actinopterygii,Labridae,Halichoeres margaritaceus,Zooplankton,Zooplankton,0.06,15,15,0,12.5
mari,Actinopterygii,Labridae,Halichoeres marginatus,Algae,Benthic autotroph,0.2,5,5,0,18
mari,Actinopterygii,Labridae,Halichoeres marginatus,Annelida,Worm,0.6,5,5,0,18
mari,Actinopterygii,Labridae,Halichoeres marginatus,Copepoda,Zooplankton,0.6,5,5,0,18
mari,Actinopterygii,Labridae,Halichoeres marginatus,Foraminifera,Foraminifera,0.2,5,5,0,18
mari,Actinopterygii,Labridae,Halichoeres marginatus,Gastropoda,Gastropoda,0.2,5,5,0,18
mari,Actinopterygii,Labridae,Halichoeres marginatus,Isopoda,Zooplankton,0.8,5,5,0,18
mari,Actinopterygii,Labridae,Halichoeres melanurus,Algae,Benthic autotroph,0.5,4,4,0,12
mari,Actinopterygii,Labridae,Halichoeres melanurus,Annelida,Worm,0.75,4,4,0,12
mari,Actinopterygii,Labridae,Halichoeres melanurus,Copepoda,Zooplankton,0.5,4,4,0,12
mari,Actinopterygii,Labridae,Halichoeres melanurus,Coralline algae,Coralline algae,0.5,4,4,0,12
mari,Actinopterygii,Labridae,Halichoeres melanurus,Foraminifera,Foraminifera,0.25,4,4,0,12
mari,Actinopterygii,Labridae,Halichoeres melanurus,Isopoda,Zooplankton,0.5,4,4,0,12
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Actinopterygii,Actinopterygii,0.09,32,32,0,27
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Actinopterygii,Actinopterygii,0.03,32,32,0,27
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Amphipoda,Zooplankton,0.03,32,32,0,27
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Annelida,Worm,0.03,32,32,0,27
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Anomura,Decapoda,0.83,32,32,0,27
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Bivalvia,Bivalvia,0.03,32,32,0,27
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Brachyura,Decapoda,0.12,32,32,0,27
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Copepoda,Zooplankton,0.03,32,32,0,27
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Foraminifera,Foraminifera,0.06,32,32,0,27
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Polyplacophora,Polyplacophora,0.03,32,32,0,27
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Shrimp,Decapoda,0.25,32,32,0,27
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Solenogastres,Solenogastres,0.03,32,32,0,27
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Stomatopoda,Stomatopoda,0.06,32,32,0,27
mari,Actinopterygii,Labridae,Halichoeres trimaculatus,Zooplankton,Zooplankton,0.09,32,32,0,27
mari,Actinopterygii,Labridae,Hemigymnus melapterus,Gastropoda,Gastropoda,1,3,3,0,37
mari,Actinopterygii,Clupeidae,Herklotsichthys quadrimaculatus,Annelida,Worm,0.15,20,20,0,25
mari,Actinopterygii,Clupeidae,Herklotsichthys quadrimaculatus,Copepoda,Zooplankton,0.15,20,20,0,25
mari,Actinopterygii,Clupeidae,Herklotsichthys quadrimaculatus,Foraminifera,Foraminifera,0.05,20,20,0,25
mari,Actinopterygii,Clupeidae,Herklotsichthys quadrimaculatus,Ostracoda,Zooplankton,0.5,20,20,0,25
mari,Actinopterygii,Clupeidae,Herklotsichthys quadrimaculatus,Shrimp,Decapoda,0.55,20,20,0,25
mari,Actinopterygii,Clupeidae,Herklotsichthys quadrimaculatus,Zooplankton,Zooplankton,0.1,20,20,0,25
mari,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Actinopterygii,Actinopterygii,0.46,13,13,0,50.7
mari,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Annelida,Worm,0.23,13,13,0,50.7
mari,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Brachyura,Decapoda,0.15,13,13,0,50.7
mari,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Brachyura,Decapoda,0.07,13,13,0,50.7
mari,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Cephalopoda,Cephalopoda,0.84,13,13,0,50.7
mari,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Isopoda,Zooplankton,0.07,13,13,0,50.7
mari,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Shrimp,Decapoda,0.53,13,13,0,50.7
mari,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Shrimp,Decapoda,0.15,13,13,0,50.7
mari,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Shrimp,Decapoda,0.07,13,13,0,50.7
mari,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Stomatopoda,Stomatopoda,0.53,13,13,0,50.7
mari,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Zooplankton,Zooplankton,0.07,13,13,0,50.7
mari,Actinopterygii,Holocentridae,Holocentrus sp,Brachyura,Decapoda,0.6,5,5,0,48
mari,Actinopterygii,Holocentridae,Holocentrus sp,Shrimp,Decapoda,0.4,5,5,0,48
mari,Actinopterygii,Atherinidae,Hypoatherina ovalaua,Copepoda,Zooplankton,0.88,12,9,3,7.8
mari,Actinopterygii,Atherinidae,Hypoatherina ovalaua,Zooplankton,Zooplankton,0.44,12,9,3,7.8
mari,Actinopterygii,Atherinidae,Hypoatherina ovalaua,Zooplankton,Zooplankton,0.11,12,9,3,7.8
mari,Actinopterygii,Atherinidae,Hypoatherina temminckii,Actinopterygii,Actinopterygii,0.14,8,7,1,12
mari,Actinopterygii,Atherinidae,Hypoatherina temminckii,Copepoda,Zooplankton,0.28,8,7,1,12
mari,Actinopterygii,Atherinidae,Hypoatherina temminckii,Foraminifera,Foraminifera,0.57,8,7,1,12
mari,Actinopterygii,Atherinidae,Hypoatherina temminckii,Gastropoda,Gastropoda,0.14,8,7,1,12
mari,Actinopterygii,Atherinidae,Hypoatherina temminckii,Zooplankton,Zooplankton,0.57,8,7,1,12
mari,Actinopterygii,Atherinidae,Hypoatherina temminckii,Zooplankton,Zooplankton,0.14,8,7,1,12
mari,Actinopterygii,Hemiramphidae,Hyporhamphus affinis,Actinopterygii,Actinopterygii,0.3,16,13,3,38
mari,Actinopterygii,Hemiramphidae,Hyporhamphus affinis,Brachyura,Decapoda,0.15,16,13,3,38
mari,Actinopterygii,Hemiramphidae,Hyporhamphus affinis,Copepoda,Zooplankton,0.3,16,13,3,38
mari,Actinopterygii,Hemiramphidae,Hyporhamphus affinis,Foraminifera,Foraminifera,0.3,16,13,3,38
mari,Actinopterygii,Hemiramphidae,Hyporhamphus affinis,Zooplankton,Zooplankton,0.23,16,13,3,38
mari,Actinopterygii,Hemiramphidae,Hyporhamphus affinis,Zooplankton,Zooplankton,0.08,16,13,3,38
mari,Actinopterygii,Hemiramphidae,Hyporhamphus dussumieri,Actinopterygii,Actinopterygii,0.47,20,19,1,38
mari,Actinopterygii,Hemiramphidae,Hyporhamphus dussumieri,Annelida,Worm,0.26,20,19,1,38
mari,Actinopterygii,Hemiramphidae,Hyporhamphus dussumieri,Mysida,Zooplankton,0.15,20,19,1,38
mari,Actinopterygii,Hemiramphidae,Hyporhamphus dussumieri,Shrimp,Decapoda,0.1,20,19,1,38
mari,Actinopterygii,Hemiramphidae,Hyporhamphus dussumieri,Zooplankton,Zooplankton,0.21,20,19,1,38
mari,Actinopterygii,Hemiramphidae,Hyporhamphus dussumieri,Zooplankton,Zooplankton,0.05,20,19,1,38
mari,Actinopterygii,Gobiidae,Istigobius ornatus,Algae,Benthic autotroph,0.07,13,13,0,11
mari,Actinopterygii,Gobiidae,Istigobius ornatus,Amphipoda,Zooplankton,0.07,13,13,0,11
mari,Actinopterygii,Gobiidae,Istigobius ornatus,Annelida,Worm,0.46,13,13,0,11
mari,Actinopterygii,Gobiidae,Istigobius ornatus,Copepoda,Zooplankton,0.84,13,13,0,11
mari,Actinopterygii,Gobiidae,Istigobius ornatus,Foraminifera,Foraminifera,0.23,13,13,0,11
mari,Actinopterygii,Gobiidae,Istigobius ornatus,Gastropoda,Gastropoda,0.15,13,13,0,11
mari,Actinopterygii,Gobiidae,Istigobius ornatus,Inorganic,Inorganic,0.61,13,13,0,11
mari,Actinopterygii,Gobiidae,Istigobius ornatus,Isopoda,Zooplankton,0.69,13,13,0,11
mari,Actinopterygii,Gobiidae,Istigobius ornatus,Ostracoda,Zooplankton,0.53,13,13,0,11
mari,Actinopterygii,Gobiidae,Istigobius ornatus,Zooplankton,Zooplankton,0.07,13,13,0,11
mari,Actinopterygii,Labridae,Labroides dimidiatus,Actinopterygii,Actinopterygii,0.2,5,5,0,14
mari,Actinopterygii,Labridae,Labroides dimidiatus,Copepoda,Zooplankton,0.8,5,5,0,14
mari,Actinopterygii,Labridae,Labroides dimidiatus,Copepoda,Zooplankton,0.4,5,5,0,14
mari,Actinopterygii,Labridae,Labroides dimidiatus,Mysida,Zooplankton,0.2,5,5,0,14
mari,Actinopterygii,Lutjanidae,Lutjanus fulvus,Actinopterygii,Actinopterygii,0.5,6,6,0,40
mari,Actinopterygii,Lutjanidae,Lutjanus fulvus,Amphipoda,Zooplankton,0.33,6,6,0,40
mari,Actinopterygii,Lutjanidae,Lutjanus fulvus,Brachyura,Decapoda,0.5,6,6,0,40
mari,Actinopterygii,Lutjanidae,Lutjanus fulvus,Shrimp,Decapoda,0.17,6,6,0,40
mari,Actinopterygii,Lutjanidae,Lutjanus fulvus,Stomatopoda,Stomatopoda,0.17,6,6,0,40
mari,Actinopterygii,Lutjanidae,Lutjanus gibbus,Actinopterygii,Actinopterygii,0.04,33,23,10,50
mari,Actinopterygii,Lutjanidae,Lutjanus gibbus,Annelida,Worm,0.04,33,23,10,50
mari,Actinopterygii,Lutjanidae,Lutjanus gibbus,Anomura,Decapoda,0.04,33,23,10,50
mari,Actinopterygii,Lutjanidae,Lutjanus gibbus,Brachyura,Decapoda,0.6,33,23,10,50
mari,Actinopterygii,Lutjanidae,Lutjanus gibbus,Brachyura,Decapoda,0.17,33,23,10,50
