site,cons_class,cons_fam,cons_sp,lev1,lev2,w,nb_sample,nb_guts,nb_empty,cons_size
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,Algae,Benthic autotroph,0.4,14,10,4,30
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,Annelida,Worm,0.4,14,10,4,30
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,Copepoda,Zooplankton,1,14,10,4,30
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,Copepoda,Zooplankton,0.8,14,10,4,30
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,Copepoda,Zooplankton,0.4,14,10,4,30
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,Cyanobacteria,Cyanobacteria,0.2,14,10,4,30
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,Shrimp,Decapoda,0.4,14,10,4,30
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,Tunicata,Tunicata,0.1,14,10,4,30
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,Zooplankton,Zooplankton,0.4,14,10,4,30
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,Zooplankton,Zooplankton,0.2,14,10,4,30
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,Zooplankton,Zooplankton,0.1,14,10,4,30
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,Zooplankton,Zooplankton,0.1,14,10,4,30
haw,Actinopterygii,Pomacentridae,Abudefduf abdominalis,Zooplankton,Zooplankton,0.1,14,10,4,30
haw,Actinopterygii,Pomacentridae,Abudefduf sordidus,Algae,Benthic autotroph,1,5,5,0,24
haw,Actinopterygii,Pomacentridae,Abudefduf sordidus,Amphipoda,Zooplankton,1,5,5,0,24
haw,Actinopterygii,Pomacentridae,Abudefduf sordidus,Annelida,Worm,0.4,5,5,0,24
haw,Actinopterygii,Pomacentridae,Abudefduf sordidus,Brachyura,Decapoda,0.8,5,5,0,24
haw,Actinopterygii,Pomacentridae,Abudefduf sordidus,Bryozoa,Bryozoa,0.4,5,5,0,24
haw,Actinopterygii,Pomacentridae,Abudefduf sordidus,Gastropoda,Gastropoda,0.8,5,5,0,24
haw,Actinopterygii,Pomacentridae,Abudefduf sordidus,Hydrozoa,Medusozoa,0.4,5,5,0,24
haw,Actinopterygii,Pomacentridae,Abudefduf sordidus,Insecta,Insecta,0.2,5,5,0,24
haw,Actinopterygii,Pomacentridae,Abudefduf sordidus,Porifera,Porifera,0.8,5,5,0,24
haw,Actinopterygii,Pomacentridae,Abudefduf sordidus,Pycnogonida,Pycnogonida,0.4,5,5,0,24
haw,Actinopterygii,Pomacentridae,Abudefduf sordidus,Tanaidacea,Zooplankton,0.6,5,5,0,24
haw,Actinopterygii,Pomacentridae,Abudefduf sordidus,Zooplankton,Zooplankton,0.4,5,5,0,24
haw,Actinopterygii,Acanthuridae,Acanthurus thompsoni,Amphipoda,Zooplankton,0.428571429,14,7,7,27
haw,Actinopterygii,Acanthuridae,Acanthurus thompsoni,Annelida,Worm,0.285714286,14,7,7,27
haw,Actinopterygii,Acanthuridae,Acanthurus thompsoni,Chaetognatha,Zooplankton,0.857142857,14,7,7,27
haw,Actinopterygii,Acanthuridae,Acanthurus thompsoni,Copepoda,Zooplankton,0.571428571,14,7,7,27
haw,Actinopterygii,Acanthuridae,Acanthurus thompsoni,Copepoda,Zooplankton,0.142857143,14,7,7,27
haw,Actinopterygii,Acanthuridae,Acanthurus thompsoni,Cyanobacteria,Cyanobacteria,0.285714286,14,7,7,27
haw,Actinopterygii,Acanthuridae,Acanthurus thompsoni,Hydrozoa,Medusozoa,0.571428571,14,7,7,27
haw,Actinopterygii,Acanthuridae,Acanthurus thompsoni,Shrimp,Decapoda,0.142857143,14,7,7,27
haw,Actinopterygii,Acanthuridae,Acanthurus thompsoni,Tunicata,Tunicata,1,14,7,7,27
haw,Actinopterygii,Acanthuridae,Acanthurus thompsoni,Tunicata,Tunicata,0.714285714,14,7,7,27
haw,Actinopterygii,Acanthuridae,Acanthurus thompsoni,Zooplankton,Zooplankton,0.285714286,14,7,7,27
haw,Actinopterygii,Acanthuridae,Acanthurus thompsoni,Zooplankton,Zooplankton,0.285714286,14,7,7,27
haw,Actinopterygii,Labridae,Anampses cuvier,Algae,Benthic autotroph,0.25,12,12,0,31
haw,Actinopterygii,Labridae,Anampses cuvier,Amphipoda,Zooplankton,0.833333333,12,12,0,31
haw,Actinopterygii,Labridae,Anampses cuvier,Annelida,Worm,0.25,12,12,0,31
haw,Actinopterygii,Labridae,Anampses cuvier,Brachyura,Decapoda,0.25,12,12,0,31
haw,Actinopterygii,Labridae,Anampses cuvier,Echinoidea,Echinoidea,0.166666667,12,12,0,31
haw,Actinopterygii,Labridae,Anampses cuvier,Foraminifera,Foraminifera,0.333333333,12,12,0,31
haw,Actinopterygii,Labridae,Anampses cuvier,Isopoda,Zooplankton,0.25,12,12,0,31
haw,Actinopterygii,Labridae,Anampses cuvier,Tanaidacea,Zooplankton,0.25,12,12,0,31
haw,Actinopterygii,Labridae,Anampses cuvier,Tunicata,Tunicata,0.166666667,12,12,0,31
haw,Actinopterygii,Labridae,Anampses cuvier,Zooplankton,Zooplankton,0.083333333,12,12,0,31
haw,Actinopterygii,Apogonidae,Apogon erythrinus,Amphipoda,Zooplankton,0.375,14,8,6,4.01
haw,Actinopterygii,Apogonidae,Apogon erythrinus,Brachyura,Decapoda,0.625,14,8,6,4.01
haw,Actinopterygii,Pomacanthidae,Apolemichthys arcuatus,Porifera,Porifera,1,6,6,0,18
haw,Actinopterygii,Tetraodontidae,Arothron hispidus,Algae,Benthic autotroph,0.142857143,9,7,2,50
haw,Actinopterygii,Tetraodontidae,Arothron hispidus,Anomura,Decapoda,0.142857143,9,7,2,50
haw,Actinopterygii,Tetraodontidae,Arothron hispidus,Asteroidea,Asteroidea,0.428571429,9,7,2,50
haw,Actinopterygii,Tetraodontidae,Arothron hispidus,Brachyura,Decapoda,0.285714286,9,7,2,50
haw,Actinopterygii,Tetraodontidae,Arothron hispidus,Echinoidea,Echinoidea,0.714285714,9,7,2,50
haw,Actinopterygii,Tetraodontidae,Arothron hispidus,Gastropoda,Gastropoda,0.142857143,9,7,2,50
haw,Actinopterygii,Tetraodontidae,Arothron hispidus,Hydrozoa,Medusozoa,0.142857143,9,7,2,50
haw,Actinopterygii,Tetraodontidae,Arothron hispidus,Ophiuroidea,Ophiuroidea,0.428571429,9,7,2,50
haw,Actinopterygii,Tetraodontidae,Arothron hispidus,Porifera,Porifera,0.142857143,9,7,2,50
haw,Actinopterygii,Tetraodontidae,Arothron hispidus,Tunicata,Tunicata,0.714285714,9,7,2,50
haw,Actinopterygii,Tetraodontidae,Arothron meleagris,Bivalvia,Bivalvia,0.125,11,8,3,50
haw,Actinopterygii,Tetraodontidae,Arothron meleagris,Scleractinia,Anthozoa,0.875,11,8,3,50
haw,Actinopterygii,Tetraodontidae,Arothron meleagris,Tunicata,Tunicata,0.75,11,8,3,50
haw,Actinopterygii,Atherinidae,Atherinomorus insularum,Arachnida,Arachnida,0.083333333,13,12,1,9.8
haw,Actinopterygii,Atherinidae,Atherinomorus insularum,Copepoda,Zooplankton,0.25,13,12,1,9.8
haw,Actinopterygii,Atherinidae,Atherinomorus insularum,Foraminifera,Foraminifera,0.333333333,13,12,1,9.8
haw,Actinopterygii,Atherinidae,Atherinomorus insularum,Mysida,Zooplankton,0.416666667,13,12,1,9.8
haw,Actinopterygii,Atherinidae,Atherinomorus insularum,Shrimp,Decapoda,0.416666667,13,12,1,9.8
haw,Actinopterygii,Atherinidae,Atherinomorus insularum,Tunicata,Tunicata,0.083333333,13,12,1,9.8
haw,Actinopterygii,Atherinidae,Atherinomorus insularum,Zooplankton,Zooplankton,0.083333333,13,12,1,9.8
haw,Actinopterygii,Aulostomidae,Aulostomus chinensis,Actinopterygii,Actinopterygii,0.666666667,52,27,25,80
haw,Actinopterygii,Aulostomidae,Aulostomus chinensis,Shrimp,Decapoda,0.407407407,52,27,25,80
haw,Actinopterygii,Ophidiidae,Brotula multibarbata,Actinopterygii,Actinopterygii,0.25,7,4,3,100
haw,Actinopterygii,Ophidiidae,Brotula multibarbata,Brachyura,Decapoda,1,7,4,3,100
haw,Actinopterygii,Ophidiidae,Brotula multibarbata,Mysida,Zooplankton,0.25,7,4,3,100
haw,Actinopterygii,Ophidiidae,Brotula multibarbata,Shrimp,Decapoda,0.25,7,4,3,100
haw,Actinopterygii,Ophidiidae,Brotula multibarbata,Zooplankton,Zooplankton,0.25,7,4,3,100
haw,Actinopterygii,Monacanthidae,Cantherhines dumerilii,Bivalvia,Bivalvia,0.125,8,8,0,38
haw,Actinopterygii,Monacanthidae,Cantherhines dumerilii,Bryozoa,Bryozoa,0.125,8,8,0,38
haw,Actinopterygii,Monacanthidae,Cantherhines dumerilii,Scleractinia,Anthozoa,0.875,8,8,0,38
haw,Actinopterygii,Monacanthidae,Cantherhines dumerilii,Scleractinia,Anthozoa,0.875,8,8,0,38
haw,Actinopterygii,Monacanthidae,Cantherhines dumerilii,Scleractinia,Anthozoa,0.875,8,8,0,38
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Algae,Benthic autotroph,1,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Amphipoda,Zooplankton,0.857142857,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Amphipoda,Zooplankton,0.285714286,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Annelida,Worm,0.142857143,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Bivalvia,Bivalvia,0.285714286,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Bryozoa,Bryozoa,0.285714286,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Coralline algae,Coralline algae,1,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Gastropoda,Gastropoda,0.142857143,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Hydrozoa,Medusozoa,0.285714286,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Inorganic,Inorganic,0.142857143,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Ophiuroidea,Ophiuroidea,0.142857143,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Phytoplankton,Phytoplankton,0.428571429,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Porifera,Porifera,0.285714286,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Scleractinia,Anthozoa,0.285714286,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Tanaidacea,Zooplankton,0.142857143,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Tunicata,Tunicata,1,7,7,0,19.3
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,Zooplankton,Zooplankton,0.142857143,7,7,0,19.3
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Algae,Benthic autotroph,0.727272727,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Amphipoda,Zooplankton,0.181818182,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Annelida,Worm,0.090909091,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Bivalvia,Bivalvia,0.181818182,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Brachyura,Decapoda,0.181818182,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Bryozoa,Bryozoa,0.181818182,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Coralline algae,Coralline algae,0.909090909,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Echinoidea,Echinoidea,0.363636364,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Foraminifera,Foraminifera,0.272727273,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Gastropoda,Gastropoda,0.363636364,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Ophiuroidea,Ophiuroidea,0.181818182,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Porifera,Porifera,0.454545455,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Scleractinia,Anthozoa,0.545454545,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Sipuncula,Worm,0.181818182,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,Tunicata,Tunicata,0.090909091,11,11,0,15
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Algae,Benthic autotroph,0.833333333,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Amphipoda,Zooplankton,0.166666667,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Brachyura,Decapoda,0.333333333,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Bryozoa,Bryozoa,0.333333333,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Coralline algae,Coralline algae,0.5,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Echinoidea,Echinoidea,0.333333333,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Foraminifera,Foraminifera,0.333333333,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Gastropoda,Gastropoda,0.666666667,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Inorganic,Inorganic,0.5,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Isopoda,Zooplankton,0.166666667,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Ophiuroidea,Ophiuroidea,0.166666667,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Ostracoda,Zooplankton,0.166666667,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Phytoplankton,Phytoplankton,0.5,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Porifera,Porifera,0.5,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Scleractinia,Anthozoa,0.333333333,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Shrimp,Decapoda,0.166666667,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Sipuncula,Worm,0.5,13,6,7,9
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,Tunicata,Tunicata,0.5,13,6,7,9
haw,Actinopterygii,Carangidae,Caranx melampygus,Actinopterygii,Actinopterygii,0.8,6,5,1,117
haw,Actinopterygii,Carangidae,Caranx melampygus,Mysida,Zooplankton,0.2,6,5,1,117
haw,Actinopterygii,Carangidae,Caranx melampygus,Shrimp,Decapoda,0.2,6,5,1,117
haw,Actinopterygii,Carangidae,Caranx melampygus,Zooplankton,Zooplankton,0.2,6,5,1,117
haw,Actinopterygii,Pomacanthidae,Centropyge potteri,Algae,Benthic autotroph,1,5,5,0,10
haw,Actinopterygii,Pomacanthidae,Centropyge potteri,Copepoda,Zooplankton,0.2,5,5,0,10
haw,Actinopterygii,Pomacanthidae,Centropyge potteri,Detritus,Detritus,1,5,5,0,10
haw,Actinopterygii,Pomacanthidae,Centropyge potteri,Phytoplankton,Phytoplankton,1,5,5,0,10
haw,Actinopterygii,Pomacanthidae,Centropyge potteri,Porifera,Porifera,1,5,5,0,10
haw,Actinopterygii,Serranidae,Cephalopholis argus,Actinopterygii,Actinopterygii,1,10,4,6,60
haw,Actinopterygii,Serranidae,Cephalopholis argus,Actinopterygii,Actinopterygii,0.75,10,4,6,60
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Actiniaria,Anthozoa,0.166666667,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Algae,Benthic autotroph,0.5,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Amphipoda,Zooplankton,0.5,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Annelida,Worm,1,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Annelida,Worm,0.833333333,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Annelida,Worm,0.666666667,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Annelida,Worm,0.166666667,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Echinoidea,Echinoidea,0.666666667,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Hydrozoa,Medusozoa,0.166666667,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Octocorallia,Anthozoa,0.833333333,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Porifera,Porifera,0.166666667,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Shrimp,Decapoda,0.666666667,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Sipuncula,Worm,0.5,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,Zooplankton,Zooplankton,1,6,6,0,23
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,Algae,Benthic autotroph,0.875,14,8,6,13
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,Amphipoda,Zooplankton,1,14,8,6,13
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,Amphipoda,Zooplankton,0.125,14,8,6,13
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,Annelida,Worm,0.75,14,8,6,13
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,Annelida,Worm,0.5,14,8,6,13
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,Gastropoda,Gastropoda,0.125,14,8,6,13
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,Gastropoda,Gastropoda,0.125,14,8,6,13
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,Hemichordata,Worm,0.125,14,8,6,13
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,Hydrozoa,Medusozoa,0.25,14,8,6,13
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,Isopoda,Zooplankton,0.375,14,8,6,13
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,Shrimp,Decapoda,0.125,14,8,6,13
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,Sipuncula,Worm,0.75,14,8,6,13
haw,Actinopterygii,Chaetodontidae,Chaetodon fremblii,Zooplankton,Zooplankton,0.125,14,8,6,13
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,Amphipoda,Zooplankton,0.090909091,11,11,0,15
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,Amphipoda,Zooplankton,0.090909091,11,11,0,15
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,Copepoda,Zooplankton,1,11,11,0,15
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,Copepoda,Zooplankton,1,11,11,0,15
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,Cyanobacteria,Cyanobacteria,0.090909091,11,11,0,15
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,Hydrozoa,Medusozoa,0.090909091,11,11,0,15
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,Mysida,Zooplankton,0.181818182,11,11,0,15
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,Ostracoda,Zooplankton,0.272727273,11,11,0,15
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,Tunicata,Tunicata,0.181818182,11,11,0,15
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,Tunicata,Tunicata,0.090909091,11,11,0,15
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,Zooplankton,Zooplankton,0.818181818,11,11,0,15
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,Zooplankton,Zooplankton,0.272727273,11,11,0,15
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,Zooplankton,Zooplankton,0.090909091,11,11,0,15
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Actiniaria,Anthozoa,0.038461538,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Algae,Benthic autotroph,0.192307692,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Amphipoda,Zooplankton,0.346153846,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Amphipoda,Zooplankton,0.115384615,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Annelida,Worm,0.423076923,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Annelida,Worm,0.653846154,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Annelida,Worm,0.307692308,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Annelida,Worm,0.115384615,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Brachyura,Decapoda,0.038461538,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Copepoda,Zooplankton,0.038461538,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Echinoidea,Echinoidea,0.153846154,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Gastropoda,Gastropoda,0.807692308,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Gastropoda,Gastropoda,0.269230769,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Holothuroidea,Holothuroidea,0.076923077,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Hydrozoa,Medusozoa,0.076923077,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Octocorallia,Anthozoa,0.076923077,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Shrimp,Decapoda,0.153846154,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Sipuncula,Worm,0.346153846,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Tanaidacea,Zooplankton,0.076923077,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Tunicata,Tunicata,0.038461538,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Zooplankton,Zooplankton,0.076923077,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,Zooplankton,Zooplankton,0.038461538,26,26,0,20
haw,Actinopterygii,Chaetodontidae,Chaetodon miliaris,Amphipoda,Zooplankton,0.428571429,8,7,1,13
haw,Actinopterygii,Chaetodontidae,Chaetodon miliaris,Copepoda,Zooplankton,1,8,7,1,13
haw,Actinopterygii,Chaetodontidae,Chaetodon miliaris,Copepoda,Zooplankton,1,8,7,1,13
haw,Actinopterygii,Chaetodontidae,Chaetodon miliaris,Copepoda,Zooplankton,0.142857143,8,7,1,13
haw,Actinopterygii,Chaetodontidae,Chaetodon miliaris,Mysida,Zooplankton,0.142857143,8,7,1,13
haw,Actinopterygii,Chaetodontidae,Chaetodon miliaris,Ostracoda,Zooplankton,0.142857143,8,7,1,13
haw,Actinopterygii,Chaetodontidae,Chaetodon miliaris,Tunicata,Tunicata,0.142857143,8,7,1,13
haw,Actinopterygii,Chaetodontidae,Chaetodon miliaris,Tunicata,Tunicata,0.142857143,8,7,1,13
haw,Actinopterygii,Chaetodontidae,Chaetodon miliaris,Zooplankton,Zooplankton,0.428571429,8,7,1,13
haw,Actinopterygii,Chaetodontidae,Chaetodon miliaris,Zooplankton,Zooplankton,0.285714286,8,7,1,13
haw,Actinopterygii,Chaetodontidae,Chaetodon multicinctus,Algae,Benthic autotroph,0.545454545,26,11,15,12
haw,Actinopterygii,Chaetodontidae,Chaetodon multicinctus,Amphipoda,Zooplankton,0.636363636,26,11,15,12
haw,Actinopterygii,Chaetodontidae,Chaetodon multicinctus,Annelida,Worm,0.272727273,26,11,15,12
haw,Actinopterygii,Chaetodontidae,Chaetodon multicinctus,Copepoda,Zooplankton,0.090909091,26,11,15,12
haw,Actinopterygii,Chaetodontidae,Chaetodon multicinctus,Hydrozoa,Medusozoa,0.181818182,26,11,15,12
haw,Actinopterygii,Chaetodontidae,Chaetodon multicinctus,Scleractinia,Anthozoa,1,26,11,15,12
haw,Actinopterygii,Chaetodontidae,Chaetodon multicinctus,Sipuncula,Worm,0.454545455,26,11,15,12
haw,Actinopterygii,Chaetodontidae,Chaetodon ornatissimus,Algae,Benthic autotroph,1,19,11,8,20
haw,Actinopterygii,Chaetodontidae,Chaetodon ornatissimus,Anthozoa,Anthozoa,1,19,11,8,20
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,Algae,Benthic autotroph,0.545454545,26,22,4,16
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,Amphipoda,Zooplankton,0.272727273,26,22,4,16
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,Amphipoda,Zooplankton,0.181818182,26,22,4,16
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,Annelida,Worm,0.590909091,26,22,4,16
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,Anthozoa,Anthozoa,1,26,22,4,16
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,Arachnida,Arachnida,0.045454545,26,22,4,16
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,Copepoda,Zooplankton,0.090909091,26,22,4,16
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,Copepoda,Zooplankton,0.045454545,26,22,4,16
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,Gastropoda,Gastropoda,0.136363636,26,22,4,16
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,Hydrozoa,Medusozoa,0.590909091,26,22,4,16
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,Sipuncula,Worm,0.318181818,26,22,4,16
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,Zooplankton,Zooplankton,0.045454545,26,22,4,16
haw,Actinopterygii,Chaetodontidae,Chaetodon unimaculatus,Algae,Benthic autotroph,0.473684211,26,19,7,20
haw,Actinopterygii,Chaetodontidae,Chaetodon unimaculatus,Amphipoda,Zooplankton,0.210526316,26,19,7,20
haw,Actinopterygii,Chaetodontidae,Chaetodon unimaculatus,Bivalvia,Bivalvia,0.052631579,26,19,7,20
haw,Actinopterygii,Chaetodontidae,Chaetodon unimaculatus,Copepoda,Zooplankton,0.105263158,26,19,7,20
haw,Actinopterygii,Chaetodontidae,Chaetodon unimaculatus,Porifera,Porifera,0.263157895,26,19,7,20
haw,Actinopterygii,Chaetodontidae,Chaetodon unimaculatus,Scleractinia,Anthozoa,0.789473684,26,19,7,20
haw,Actinopterygii,Chaetodontidae,Chaetodon unimaculatus,Sipuncula,Worm,0.052631579,26,19,7,20
haw,Actinopterygii,Labridae,Chlorurus sordidus,Algae,Benthic autotroph,1,7,7,0,40
haw,Actinopterygii,Labridae,Chlorurus sordidus,Detritus,Detritus,1,7,7,0,40
