;fish_sp;site_code;class;family_cor;genus_cor;sp_cor;item_kingdom;item_phylum;item_class;item_ord_cor;item_fam_cor;item_gen_cor;item_sp_cor;item_spname;item_cor;item_raw;grp1;grp2;grp3;grp4
2900;Dascyllus trimaculatus;mad;Actinopterygii;Pomacentridae;Dascyllus;trimaculatus;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Opisthobranchia;Opistobranches;Gastropoda;Gastropoda;Gastropoda;Gastropoda
2901;Dascyllus trimaculatus;mad;Actinopterygii;Pomacentridae;Dascyllus;trimaculatus;Animalia;Cnidaria;Hydrozoa;NA;NA;NA;NA;NA;Hydrozoa;Hydraires;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa
2902;Dascyllus trimaculatus;mad;Actinopterygii;Pomacentridae;Dascyllus;trimaculatus;Animalia;Arthropoda;Insecta;NA;NA;NA;NA;NA;Insecta;Insecta_larvae;Insecta;Insecta;Insecta;Insecta
2903;Dascyllus trimaculatus;mad;Actinopterygii;Pomacentridae;Dascyllus;trimaculatus;Animalia;Arthropoda;Insecta;NA;NA;NA;NA;NA;Insecta;Insecta;Insecta;Insecta;Insecta;Insecta
2904;Dascyllus trimaculatus;mad;Actinopterygii;Pomacentridae;Dascyllus;trimaculatus;Animalia;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Isopoda;Isopods;Isopoda;Isopoda;Malacostraca;Isopoda
2905;Dascyllus trimaculatus;mad;Actinopterygii;Pomacentridae;Dascyllus;trimaculatus;Animalia;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Ostracoda;Ostracodes;Ostracoda;Ostracoda;Ostracoda;Ostracoda
2906;Dascyllus trimaculatus;mad;Actinopterygii;Pomacentridae;Dascyllus;trimaculatus;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaeta;Annelida;Polychaeta;Polychaeta;Polychaeta
2907;Dascyllus trimaculatus;mad;Actinopterygii;Pomacentridae;Dascyllus;trimaculatus;Animalia;Arthropoda;Pycnogonida;NA;NA;NA;NA;NA;Pycnogonida;Pycnogonides;Pycnogonida;Pycnogonida;Pycnogonida;Pycnogonida
2908;Dascyllus trimaculatus;mad;Actinopterygii;Pomacentridae;Dascyllus;trimaculatus;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp_larvae;Zooplankton;Shrimp;Zooplankton;Shrimp
2909;Dascyllus trimaculatus;mad;Actinopterygii;Pomacentridae;Dascyllus;trimaculatus;Animalia;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;NA;Stomatopoda;Stomatopoda_larvae;Zooplankton;Stomatopoda;Zooplankton;Stomatopoda
2910;Dascyllus trimaculatus;mad;Actinopterygii;Pomacentridae;Dascyllus;trimaculatus;Animalia;Chordata;Appendicularia;NA;NA;NA;NA;NA;Appendicularia;Appendiculaires;Tunicata;Tunicata;Tunicata;Tunicata
2911;Dascyllus trimaculatus;mad;Actinopterygii;Pomacentridae;Dascyllus;trimaculatus;Animalia;Chordata;Ascidiacea;NA;NA;NA;NA;NA;Ascidiacea;Ascidies larves;Zooplankton;Tunicata;Zooplankton;Tunicata
2912;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Mollusca;Bivalvia;Veneroida;Psammobiidae;Asaphis;deflorata;Asaphis deflorata;Asaphis deflorata;Asaphis_deflorata;Bivalvia;Bivalvia;Bivalvia;Bivalvia
2913;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Arthropoda;Malacostraca;Decapoda;Xanthidae;NA;NA;NA;Xanthidae;Xanthids;Crab;Crab;Malacostraca;Pteropoda
2914;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Arthropoda;Malacostraca;Decapoda;Hippidae;NA;NA;NA;Hippidae;Hippids;Crab;Crab;Malacostraca;Crab
2915;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Arthropoda;Malacostraca;Decapoda;Portunidae;Portunus;NA;Portunus sp;Portunus sp;Portunus_sp;Crab;Crab;Malacostraca;Crab
2916;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Arthropoda;Malacostraca;Decapoda;Majidae;NA;NA;NA;Majidae;Majids;Crab;Crab;Malacostraca;Crab
2917;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Arthropoda;Malacostraca;Decapoda;Portunidae;NA;NA;NA;Portunidae;Portunidae;Crab;Crab;Malacostraca;Crab
2918;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Arthropoda;Malacostraca;Decapoda;Calappidae;NA;NA;NA;Calappidae;Calappids;Crab;Crab;Malacostraca;Crab
2919;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Fish;Fish;Fish;Fish;Actinopterygii;Fish
2922;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Chordata;Actinopterygii;Acanthuriformes;Acanthuridae;Acanthurus;NA;Acanthurus sp;Acanthurus sp;Acanthrurus_sp;Fish;Fish;Actinopterygii;Fish
2923;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Chordata;Actinopterygii;Perciformes;Scorpaenidae;Scorpaena;plumieri;Scorpaena plumieri;Scorpaena plumieri;Scorpaena_plumieri;Fish;Fish;Actinopterygii;Fish
2924;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Chordata;Actinopterygii;Perciformes;Opistognathidae;Opisthognathus;NA;Opisthognathus sp;Opisthognathus sp;Opisthognathus_sp;Fish;Fish;Actinopterygii;Fish
2925;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Chordata;Actinopterygii;Clupeiformes;Engraulidae;NA;NA;NA;Engraulidae;Engraulidae;Fish;Fish;Actinopterygii;Fish
2926;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Hemichordata;NA;NA;NA;NA;NA;NA;Hemichordata;Hemichordates;Hemichordata;Hemichordata;Microfauna;Hemichordata
2927;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaetes;Annelida;Polychaeta;Polychaeta;Polychaeta
2928;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Arthropoda;Malacostraca;Decapoda;Alpheidae;NA;NA;NA;Alpheidae;Alpheids;Shrimp;Shrimp;Malacostraca;Shrimp
2929;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;NA;NA;NA;Penaeidae;Penaeids;Shrimp;Shrimp;Malacostraca;Shrimp
2930;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Arthropoda;Malacostraca;Decapoda;Solenoceridae;Solenocera;NA;Solenocera sp;Solenocera sp;Solenocera_sp;Shrimp;Shrimp;Malacostraca;Shrimp
2931;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Sipuncula;Phascolosomatidea;Aspidosiphonida;Aspidosiphonidae;Aspidosiphon;NA;Aspidosiphon sp;Aspidosiphon sp;Aspidosiphon_sp;Sipuncula;Sipuncula;Sipuncula;Sipuncula
2932;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Sipuncula;Phascolosomatidea;Aspidosiphonida;Aspidosiphonidae;Aspidosiphon;NA;Aspidosiphon sp;Aspidosiphon sp;Aspidosiphon_sp;Sipuncula;Sipuncula;Gastropoda;Sipuncula
2939;Dasyatis americana;vir;Elasmobranchii;Dasyatidae;Dasyatis;americana;Animalia;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;NA;Stomatopoda;Stomatopod;Stomatopoda;Stomatopoda;Malacostraca;Stomatopoda
2940;Decapterus macarellus;vir;Actinopterygii;Carangidae;Decapterus;macarellus;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Copepoda;Copepods;Copepoda;Copepoda;Hexanauplia;Copepoda
2941;Decapterus macarellus;vir;Actinopterygii;Carangidae;Decapterus;macarellus;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Crab;Crab_larvae;Zooplankton;Crab;Zooplankton;Crab
2942;Decapterus macarellus;vir;Actinopterygii;Carangidae;Decapterus;macarellus;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp_larvae;Zooplankton;Shrimp;Zooplankton;Shrimp
2943;Decapterus macarellus;vir;Actinopterygii;Carangidae;Decapterus;macarellus;Animalia;Arthropoda;Malacostraca;Mysida;NA;NA;NA;NA;Mysida;Mysids;Zooplankton;Zooplankton;Zooplankton;Mysida
2944;Decapterus macarellus;vir;Actinopterygii;Carangidae;Decapterus;macarellus;Animalia;Mollusca;Gastropoda;Pteropoda;NA;NA;NA;NA;Pteropoda;Pteropoda;Zooplankton;Zooplankton;Zooplankton;Pteropoda
2945;Decapterus punctatus;vir;Actinopterygii;Carangidae;Decapterus;punctatus;Animalia;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;Scolecithrix;danae;Scolecithrix danae;Scolecithrix danae;Scolecithrix_danae;Copepoda;Copepoda;Hexanauplia;Copepoda
2946;Decapterus punctatus;vir;Actinopterygii;Carangidae;Decapterus;punctatus;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Miraciidae;Miracia;efferata;Miracia efferata;Miracia efferata;Miracia_efferata;Copepoda;Copepoda;Hexanauplia;Copepoda
2947;Decapterus punctatus;vir;Actinopterygii;Carangidae;Decapterus;punctatus;Animalia;Arthropoda;Hexanauplia;Poecilostomatoida;Oncaeidae;Oncaea;NA;Oncaea sp;Oncaea sp;Oncaea_sp;Copepoda;Copepoda;Hexanauplia;Copepoda
2948;Decapterus punctatus;vir;Actinopterygii;Carangidae;Decapterus;punctatus;Animalia;Arthropoda;Hexanauplia;Poecilostomatoida;Corycaeidae;Farrangula;gracilis;Farrangula gracilis;Farrangula gracilis;Farrangula_gracilis;Copepoda;Copepoda;Hexanauplia;Copepoda
2949;Decapterus punctatus;vir;Actinopterygii;Carangidae;Decapterus;punctatus;Animalia;Arthropoda;Hexanauplia;Calanoida;Candaciidae;Candacia;pachydactyla;Candacia pachydactyla;Candacia pachydactyla;Candacia_pachydactyla;Copepoda;Copepoda;Hexanauplia;Copepoda
2950;Decapterus punctatus;vir;Actinopterygii;Carangidae;Decapterus;punctatus;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Copepoda;Copepods;Copepoda;Copepoda;Hexanauplia;Copepoda
2951;Decapterus punctatus;vir;Actinopterygii;Carangidae;Decapterus;punctatus;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropoda_larvae;Zooplankton;Gastropoda;Zooplankton;Gastropoda
2952;Decapterus punctatus;vir;Actinopterygii;Carangidae;Decapterus;punctatus;Animalia;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Ostracoda;Ostracods;Ostracoda;Ostracoda;Ostracoda;Ostracoda
2953;Decapterus punctatus;vir;Actinopterygii;Carangidae;Decapterus;punctatus;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp_larvae;Zooplankton;Shrimp;Zooplankton;Shrimp
2954;Decapterus punctatus;vir;Actinopterygii;Carangidae;Decapterus;punctatus;Animalia;Mollusca;Gastropoda;Pteropoda;NA;NA;NA;NA;Pteropoda;Pteropoda;Zooplankton;Zooplankton;Zooplankton;Pteropoda
2955;Dinematichthys iluocoeteoides;mad;Actinopterygii;Bythitidae;Dinematichthys;iluocoeteoides;Animalia;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Amphipoda;Amphipodes;Amphipoda;Amphipoda;Malacostraca;Amphipoda
2957;Dinematichthys iluocoeteoides;mad;Actinopterygii;Bythitidae;Dinematichthys;iluocoeteoides;Animalia;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Fish;Fish;Fish;Fish;Actinopterygii;Fish
2960;Dinematichthys iluocoeteoides;mad;Actinopterygii;Bythitidae;Dinematichthys;iluocoeteoides;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropodes;Gastropoda;Gastropoda;Gastropoda;Gastropoda
2961;Dinematichthys iluocoeteoides;mad;Actinopterygii;Bythitidae;Dinematichthys;iluocoeteoides;Animalia;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Isopoda;Isopods;Isopoda;Isopoda;Malacostraca;Isopoda
2962;Dinematichthys iluocoeteoides;mad;Actinopterygii;Bythitidae;Dinematichthys;iluocoeteoides;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaeta;Annelida;Polychaeta;Polychaeta;Polychaeta
2963;Dinematichthys iluocoeteoides;mad;Actinopterygii;Bythitidae;Dinematichthys;iluocoeteoides;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp;Shrimp;Shrimp;Malacostraca;Shrimp
2964;Dinematichthys iluocoeteoides;mari;Actinopterygii;Bythitidae;Dinematichthys;iluocoeteoides;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Crab;Crab_frags;Crab;Crab;Malacostraca;Crab
2965;Dinematichthys iluocoeteoides;mari;Actinopterygii;Bythitidae;Dinematichthys;iluocoeteoides;Animalia;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Fish;Fish_frags;Fish;Fish;Actinopterygii;Fish
2966;Dinematichthys iluocoeteoides;mari;Actinopterygii;Bythitidae;Dinematichthys;iluocoeteoides;Animalia;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Isopoda;Isopods;Isopoda;Isopoda;Malacostraca;Isopoda
2967;Dinematichthys iluocoeteoides;mari;Actinopterygii;Bythitidae;Dinematichthys;iluocoeteoides;Animalia;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Ostracoda;Ostracods;Ostracoda;Ostracoda;Ostracoda;Ostracoda
2968;Dinematichthys iluocoeteoides;mari;Actinopterygii;Bythitidae;Dinematichthys;iluocoeteoides;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp_frags;Shrimp;Shrimp;Malacostraca;Shrimp
2969;Diodon holocanthus;haw;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Echinodermata;Echinoidea;Echinoida;Echinometridae;Echinometra;mathaei;Echinometra mathaei;Echinometra mathaei;Echinometra_mathaei;Echinoidea;Echinoidea;Echinoidea;Echinoidea
2970;Diodon holocanthus;haw;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Prosobranchia;Prosobranch gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
2971;Diodon holocanthus;haw;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Echinodermata;Ophiuroidea;NA;NA;NA;NA;NA;Ophiuroidea;Ophiurids;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea
2972;Diodon holocanthus;haw;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Paguroidea;Pagurid crab;Paguroidea;Paguroidea;Malacostraca;Paguroidea
2973;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Bivalvia;Pterioida;Pteriidae;Pinctada;NA;Pinctada sp;Pinctada sp;Pinctada_sp;Bivalvia;Bivalvia;Bivalvia;Bivalvia
2974;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Arthropoda;Malacostraca;Decapoda;Majidae;NA;NA;NA;Majidae;Majids;Crab;Crab;Malacostraca;Crab
2975;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Echinodermata;Echinoidea;Cidaroida;Cidaridae;Eucidaris;tribuloides;Eucidaris tribuloides;Eucidaris tribuloides;Eucidaris_tribuloides;Echinoidea;Echinoidea;Echinoidea;Echinoidea
2976;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;Lepetellida;Fissurellidae;Fissurella;NA;Fissurella sp;Fissurella sp;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
2986;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;Neogastropoda;Muricidae;NA;NA;NA;Muricidae;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
2996;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;Neogastropoda;Nassariidae;Nassarius;NA;Nassarius sp;Nassarius sp;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3006;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;NA;Modulidae;Modulus;modulus;Modulus modulus;Modulus modulus;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3016;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;NA;Cerithiidae;Cerithium;algicola;Cerithium algicola;Cerithium algicola;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3026;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;Ostreoida;Ostreidae;Crassostrea;rhizophorae;Crassostrea rhizophorae;Crassostrea rhizophorae;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3036;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;Neogastropoda;Olividae;Oliva;reticularis;Oliva reticularis;Oliva reticularis;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3046;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;NA;Cerithiidae;Cerithium;litteratum;Cerithium litteratum;Cerithium litteratum;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3056;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;NA;Acmaeidae;Acmaea;leucopleura;Acmaea leucopleura;Acmaea leucopleura;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3066;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;Trochida;Tegulidae;Tegula;fasciata;Tegula fasciata;Tegula fasciata;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3076;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3086;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;Siphonariida;Siphonariidae;Siphonaria;NA;Siphonaria sp;Siphonaria sp;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3096;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;Trochida;Turbinidae;Astraea;NA;Astraea sp;Astraea sp;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3106;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;Trochida;Calliostomatidae;Calliostoma;NA;Calliostoma sp;Calliostoma sp;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3116;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;Littorinimorpha;Naticidae;Polinices;lacteus;Polinices lacteus;Polinices lacteus;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3126;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Mollusca;Gastropoda;Trochida;Turbinidae;Turbo;castanea;Turbo castanea;Turbo castanea;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3136;Diodon holocanthus;vir;Actinopterygii;Diodontidae;Diodon;holocanthus;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Paguroidea;Hermit_crab;Paguroidea;Paguroidea;Malacostraca;Paguroidea
3137;Diodon hystrix;haw;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Ostreoida;Ostreidae;NA;NA;NA;Ostreidae;Ostreidae;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3138;Diodon hystrix;haw;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Echinodermata;Echinoidea;Camarodonta;Echinometridae;NA;NA;NA;Echinometridae;Cidarids_Echinometrids;Echinoidea;Echinoidea;Echinoidea;Echinoidea
3140;Diodon hystrix;haw;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Echinodermata;Echinoidea;Cidaroida;NA;NA;NA;NA;Cidaridea;Cidarids_Echinometrids;Echinoidea;Echinoidea;Echinoidea;Echinoidea
3142;Diodon hystrix;haw;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Prosobranchia;Prosobranch gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3143;Diodon hystrix;haw;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Paguroidea;Pagurid crab;Paguroidea;Paguroidea;Malacostraca;Paguroidea
3144;Diodon hystrix;mari;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Arthropoda;Malacostraca;Decapoda;Xanthidae;NA;NA;NA;Xanthidae;Xanthid crab;Crab;Crab;Malacostraca;Crab
3145;Diodon hystrix;mari;Actinopterygii;Diodontidae;Diodon;hystrix;Chromatista;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Calcarina;NA;Calcarina sp;Calcarina sp;Calcarina_sp;Foraminifera;Foraminifera;Foraminifera;Foraminifera
3146;Diodon hystrix;mari;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda
3150;Diodon hystrix;mari;Actinopterygii;Diodontidae;Diodon;hystrix;NA;NA;NA;NA;NA;NA;NA;NA;Inorganic;Sand;Inorganic;Inorganic;Inorganic;Inorganic
3151;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Arcoida;Arcidae;Arca;zebra;Arca zebra;Arca zebra;Arca_zebra;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3152;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Veneroida;Veneridae;Antigona;listeri;Antigona listeri;Antigona listeri;Antigona_listeri;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3153;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Veneroida;Veneridae;Chione;paphia;Chione paphia;Chione paphia;Chione_paphia;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3154;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae;Brachidontes;citrinus;Brachidontes citrinus;Brachidontes citrinus;Brachidontes_citrinus;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3155;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Ostreoida;Ostreidae;Ostrea;NA;Ostrea sp;Ostrea sp;Ostrea_sp;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3156;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Lucinoida;Lucinidae;Divaricella;quadrisulcata;Divaricella quadrisulcata;Divaricella quadrisulcata;Divaricella_quadrisulcata;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3157;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Veneroida;Cardiidae;Trachycardium;magnum;Trachycardium magnum;Trachycardium magnum;Trachycardium_magnum;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3158;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Lucinoida;Lucinidae;Codakia;pectinella;Codakia pectinella;Codakia pectinella;Codakia_pectinella;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3159;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Pectinoida;Pectinidae;Aequipecten;gibbus;Aequipecten gibbus;Aequipecten gibbus;Aequipecten_gibbus;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3160;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Pectinoida;Pectinidae;Aequipecten;lineolaris;Aequipecten lineolaris;Aequipecten lineolaris;Aequipecten_lineolaris;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3161;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;NA;NA;NA;NA;NA;Bivalvia;Pelecypod;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3162;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Arcoida;Glycymerididae;Glycymeris;pectinata;Glycymeris pectinata;Glycymeris pectinata;Glycymeris_pectinata;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3163;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Veneroida;Chamidae;Chama;NA;Chama sp;Chama sp;Chama_sp;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3164;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Pectinoida;Pectinidae;Pecten;ziczac;Pecten ziczac;Pecten ziczac;Pecten_ziczac;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3165;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Pterioida;Pteriidae;Pinctada;NA;Pinctada sp;Pinctada sp;Pinctada_sp;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3166;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Mollusca;Bivalvia;Veneroida;Chamidae;Pseudochama;NA;Pseudochama sp;Pseudochama sp;Pseudochama_sp;Bivalvia;Bivalvia;Bivalvia;Bivalvia
3167;Diodon hystrix;vir;Actinopterygii;Diodontidae;Diodon;hystrix;Animalia;Arthropoda;Malacostraca;Decapoda;Leucosiidae;Persephona;punctata;Persephona punctata;Persephona punctata;Persephona_punctata;Crab;Crab;Malacostraca;Crab
