site,cons_class,cons_fam,cons_sp,cons_size,lev1,lev2,w
mad,Actinopterygii,Scorpaenidae,Parascorpaena picta,16,Gastropoda,Gastropoda,0.2
mad,Actinopterygii,Monacanthidae,Pervagor melanocephalus,16,Gastropoda,Gastropoda,0.52
mad,Actinopterygii,Pomacentridae,Stegastes fasciolatus,16.5,Gastropoda,Gastropoda,0.05
mari,Actinopterygii,Labridae,Cheilinus oxycephalus,17,Gastropoda,Gastropoda,0.5
haw,Actinopterygii,Holocentridae,Sargocentron diadema,17,Gastropoda,Gastropoda,0.576923076
mad,Actinopterygii,Holocentridae,Sargocentron diadema,17,Gastropoda,Gastropoda,0.55
mari,Actinopterygii,Holocentridae,Sargocentron diadema,17,Gastropoda,Gastropoda,0.6
haw,Actinopterygii,Holocentridae,Sargocentron xantherythrum,17,Gastropoda,Gastropoda,0.411764705
mari,Actinopterygii,Labridae,Thalassoma quinquevittatum,17,Gastropoda,Gastropoda,0.04
jap,Actinopterygii,Labridae,Labrichthys unilineatus,17.5,Gastropoda,Gastropoda,0.4
vir,Actinopterygii,Labridae,Xyrichtys splendens,17.5,Gastropoda,Gastropoda,0.05
jap,Actinopterygii,Gobiidae,Amblygobius albimaculatus,18,Gastropoda,Gastropoda,0.53
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,18,Gastropoda,Gastropoda,0.73
vir,Actinopterygii,Labridae,Halichoeres maculipinna,18,Gastropoda,Gastropoda,0.053
jap,Actinopterygii,Labridae,Halichoeres marginatus,18,Gastropoda,Gastropoda,0.69
mari,Actinopterygii,Labridae,Halichoeres marginatus,18,Gastropoda,Gastropoda,0.2
jap,Actinopterygii,Labridae,Halichoeres melanochir,18,Gastropoda,Gastropoda,1
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys thompsoni,18,Gastropoda,Gastropoda,0.166666667
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,18,Gastropoda,Gastropoda,0.1
jap,Actinopterygii,Pomacentridae,Neoglyphidodon melas,18,Gastropoda,Gastropoda,0.21
haw,Actinopterygii,Monacanthidae,Pervagor spilosoma,18,Gastropoda,Gastropoda,0.166666667
vir,Actinopterygii,Holocentridae,Sargocentron vexillarium,18,Gastropoda,Gastropoda,0.251
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,18,Gastropoda,Gastropoda,0.64
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,19,Gastropoda,Gastropoda,0.03
haw,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,19.3,Gastropoda,Gastropoda,0.142857143
mad,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,19.3,Gastropoda,Gastropoda,0.57
vir,Actinopterygii,Labridae,Halichoeres garnoti,19.3,Gastropoda,Gastropoda,0.135
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,20,Gastropoda,Gastropoda,1.076923077
mad,Actinopterygii,Labridae,Coris caudimacula,20,Gastropoda,Gastropoda,0.37
jap,Actinopterygii,Labridae,Coris variegata,20,Gastropoda,Gastropoda,0.84
vir,Actinopterygii,Labridae,Halichoeres poeyi,20,Gastropoda,Gastropoda,0.213
mad,Actinopterygii,Labridae,Halichoeres scapularis,20,Gastropoda,Gastropoda,0.67
vir,Actinopterygii,Monacanthidae,Monacanthus ciliatus,20,Gastropoda,Gastropoda,0.015
mad,Actinopterygii,Labridae,Pteragogus flagellifer,20,Gastropoda,Gastropoda,0.6
mari,Actinopterygii,Holocentridae,Sargocentron microstoma,20,Gastropoda,Gastropoda,0.03
jap,Actinopterygii,Labridae,Thalassoma hardwicke,20,Gastropoda,Gastropoda,0.11
mad,Actinopterygii,Labridae,Thalassoma hardwicke,20,Gastropoda,Gastropoda,0.33
vir,Actinopterygii,Gerreidae,Eucinostomus argenteus,21,Gastropoda,Gastropoda,0.016
vir,Actinopterygii,Pomacentridae,Microspathodon chrysurus,21,Gastropoda,Gastropoda,0.001
mad,Actinopterygii,Pempheridae,Pempheris oualensis,22,Gastropoda,Gastropoda,0.01
nca,Actinopterygii,Mullidae,Upeneus moluccensis,22,Gastropoda,Gastropoda,0.006097561
vir,Actinopterygii,Pomacentridae,Abudefduf saxatilis,22.9,Gastropoda,Gastropoda,0.053
mad,Actinopterygii,Chaetodontidae,Chaetodon auriga,23,Gastropoda,Gastropoda,0.06
mari,Actinopterygii,Chaetodontidae,Chaetodon auriga,23,Gastropoda,Gastropoda,0.03
mad,Actinopterygii,Chaetodontidae,Chaetodon vagabundus,23,Gastropoda,Gastropoda,0.46
vir,Actinopterygii,Haemulidae,Haemulon chrysargyreum,23,Gastropoda,Gastropoda,0.018
vir,Actinopterygii,Clinidae,Labrisomus nuchipinnis,23,Gastropoda,Gastropoda,0.165
haw,Actinopterygii,Holocentridae,Sargocentron punctatissimum,23,Gastropoda,Gastropoda,0.153846154
mari,Actinopterygii,Holocentridae,Sargocentron punctatissimum,23,Gastropoda,Gastropoda,1
mad,Actinopterygii,Labridae,Thalassoma hebraicum,23,Gastropoda,Gastropoda,0.45
jap,Actinopterygii,Zanclidae,Zanclus cornutus,23,Gastropoda,Gastropoda,0.03
jap,Actinopterygii,Pseudochromidae,Labracinus cyclophthalmus,23.5,Gastropoda,Gastropoda,0.25
haw,Actinopterygii,Pomacentridae,Abudefduf sordidus,24,Gastropoda,Gastropoda,0.8
vir,Actinopterygii,Pomacentridae,Abudefduf taurus,25,Gastropoda,Gastropoda,0.002
vir,Actinopterygii,Haemulidae,Haemulon aurolineatum,25,Gastropoda,Gastropoda,0.021
haw,Actinopterygii,Ostraciidae,Ostracion meleagris,25,Gastropoda,Gastropoda,0.2
mad,Actinopterygii,Ostraciidae,Ostracion meleagris,25,Gastropoda,Gastropoda,0.5
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,25,Gastropoda,Gastropoda,0.27
haw,Actinopterygii,Balistidae,Sufflamen bursa,25,Gastropoda,Gastropoda,1.666666667
vir,Actinopterygii,Labridae,Thalassoma bifasciatum,25,Gastropoda,Gastropoda,0.114
jap,Actinopterygii,Acanthuridae,Ctenochaetus striatus,26,Gastropoda,Gastropoda,0.1
haw,Actinopterygii,Holocentridae,Myripristis amaena,26.5,Gastropoda,Gastropoda,0.142857143
vir,Actinopterygii,Sciaenidae,Equetus punctatus,27,Gastropoda,Gastropoda,0.032
mad,Actinopterygii,Labridae,Halichoeres hortulanus,27,Gastropoda,Gastropoda,0.86
mari,Actinopterygii,Labridae,Halichoeres hortulanus,27,Gastropoda,Gastropoda,1
jap,Actinopterygii,Labridae,Halichoeres trimaculatus,27,Gastropoda,Gastropoda,0.76
haw,Actinopterygii,Mullidae,Parupeneus forsskali,28,Gastropoda,Gastropoda,0.7
jap,Actinopterygii,Siganidae,Siganus spinus,28,Gastropoda,Gastropoda,0.1
haw,Actinopterygii,Labridae,Thalassoma duperrey,28,Gastropoda,Gastropoda,0.375
nca,Actinopterygii,Nemipteridae,Nemipterus peronii,29,Gastropoda,Gastropoda,0.028571429
nca,Actinopterygii,Nemipteridae,Nemipterus zysron,29.7,Gastropoda,Gastropoda,0.004597702
mad,Actinopterygii,Tetraodontidae,Arothron immaculatus,30,Gastropoda,Gastropoda,0.88
mad,Actinopterygii,Balistidae,Balistapus undulatus,30,Gastropoda,Gastropoda,0.56
mari,Actinopterygii,Balistidae,Balistapus undulatus,30,Gastropoda,Gastropoda,0.6
mad,Actinopterygii,Labridae,Calotomus spinidens,30,Gastropoda,Gastropoda,0.2
vir,Actinopterygii,Sparidae,Diplodus caudimacula,30,Gastropoda,Gastropoda,0.16
jap,Actinopterygii,Lethrinidae,Gnathodentex aureolineatus,30,Gastropoda,Gastropoda,0.82
mari,Actinopterygii,Lethrinidae,Gnathodentex aureolineatus,30,Gastropoda,Gastropoda,0.75
haw,Actinopterygii,Labridae,Gomphosus varius,30,Gastropoda,Gastropoda,0.166666667
mad,Actinopterygii,Labridae,Gomphosus varius,30,Gastropoda,Gastropoda,0.26
mari,Actinopterygii,Labridae,Gomphosus varius,30,Gastropoda,Gastropoda,0.05
vir,Actinopterygii,Haemulidae,Haemulon flavolineatum,30,Gastropoda,Gastropoda,0.005
jap,Actinopterygii,Labridae,Hemigymnus fasciatus,30,Gastropoda,Gastropoda,0.4
vir,Actinopterygii,Mullidae,Pseudupeneus maculatus,30,Gastropoda,Gastropoda,0.008
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Gastropoda,Gastropoda,0.78
mad,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Gastropoda,Gastropoda,0.21
mari,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Gastropoda,Gastropoda,0.53
haw,Actinopterygii,Balistidae,Rhinecanthus rectangulus,30,Gastropoda,Gastropoda,0.444444444
nca,Actinopterygii,Nemipteridae,Scolopsis taenioptera,30,Gastropoda,Gastropoda,0.029069767
mad,Actinopterygii,Balistidae,Sufflamen chrysopterum,30,Gastropoda,Gastropoda,0.73
mari,Actinopterygii,Labridae,Thalassoma lutescens,30,Gastropoda,Gastropoda,0.3
nca,Actinopterygii,Tetraodontidae,Arothron manilensis,31,Gastropoda,Gastropoda,0.222222222
mad,Actinopterygii,Tetraodontidae,Canthigaster margaritata,31.2,Gastropoda,Gastropoda,0.71
jap,Actinopterygii,Serranidae,Epinephelus merra,32,Gastropoda,Gastropoda,0.6
mad,Actinopterygii,Serranidae,Epinephelus merra,32,Gastropoda,Gastropoda,0.05
mad,Actinopterygii,Holocentridae,Neoniphon sammara,32,Gastropoda,Gastropoda,0.09
mari,Actinopterygii,Holocentridae,Neoniphon sammara,32,Gastropoda,Gastropoda,0.09
vir,Actinopterygii,Sparidae,Archosargus rhomboidalis,33,Gastropoda,Gastropoda,0.043
mad,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,33,Gastropoda,Gastropoda,0.5
mad,Actinopterygii,Pomacanthidae,Pomacanthus chrysurus,33,Gastropoda,Gastropoda,0.33
mari,Actinopterygii,Acanthuridae,Acanthurus olivaceus,35,Gastropoda,Gastropoda,0.12
vir,Actinopterygii,Labridae,Halichoeres bivittatus,35,Gastropoda,Gastropoda,0.124
mad,Actinopterygii,Labridae,Leptoscarus vaigiensis,35,Gastropoda,Gastropoda,0.1
mad,Actinopterygii,Lutjanidae,Lutjanus fulviflamma,35,Gastropoda,Gastropoda,0.14
haw,Actinopterygii,Mullidae,Parupeneus multifasciatus,35,Gastropoda,Gastropoda,0.166666667
haw,Actinopterygii,Mullidae,Parupeneus trifasciatus,35,Gastropoda,Gastropoda,0.166666667
mari,Actinopterygii,Mullidae,Parupeneus trifasciatus,35,Gastropoda,Gastropoda,0.12
vir,Actinopterygii,Haemulidae,Haemulon carbonarium,36,Gastropoda,Gastropoda,0.152
vir,Actinopterygii,Sparidae,Calamus pennatula,37,Gastropoda,Gastropoda,0.082
jap,Actinopterygii,Labridae,Hemigymnus melapterus,37,Gastropoda,Gastropoda,0.43
mari,Actinopterygii,Labridae,Hemigymnus melapterus,37,Gastropoda,Gastropoda,1
vir,Actinopterygii,Diodontidae,Chilomycterus antennatus,38,Gastropoda,Gastropoda,0.566
nca,Actinopterygii,Lutjanidae,Lutjanus quinquelineatus,38,Gastropoda,Gastropoda,0.005420054
vir,Actinopterygii,Ogcocephalidae,Ogcocephalus nasutus,38,Gastropoda,Gastropoda,0.259
mad,Actinopterygii,Scorpaenidae,Pterois volitans,38,Gastropoda,Gastropoda,0.13
vir,Actinopterygii,Labridae,Xyrichtys novacula,38,Gastropoda,Gastropoda,0.385
vir,Actinopterygii,Acanthuridae,Acanthurus chirurgus,39,Gastropoda,Gastropoda,0.001
mad,Actinopterygii,Bothidae,Bothus pantherinus,39,Gastropoda,Gastropoda,0.06
nca,Actinopterygii,Gerreidae,Gerres filamentosus,39,Gastropoda,Gastropoda,0.055555556
vir,Actinopterygii,Labridae,Bodianus rufus,40,Gastropoda,Gastropoda,0.104
mad,Actinopterygii,Labridae,Chlorurus sordidus,40,Gastropoda,Gastropoda,0.07
nca,Actinopterygii,Lutjanidae,Lutjanus kasmira,40,Gastropoda,Gastropoda,0.037037037
mad,Actinopterygii,Mullidae,Parupeneus macronemus,40,Gastropoda,Gastropoda,0.14
mad,Actinopterygii,Pomacanthidae,Pomacanthus semicirculatus,40,Gastropoda,Gastropoda,0.11
mad,Actinopterygii,Siganidae,Siganus canaliculatus,40,Gastropoda,Gastropoda,0.09
vir,Actinopterygii,Haemulidae,Anisotremus virginicus,40.6,Gastropoda,Gastropoda,0.038
vir,Actinopterygii,Gerreidae,Gerres cinereus,41,Gastropoda,Gastropoda,0.145
vir,Actinopterygii,Haemulidae,Haemulon parra,41.2,Gastropoda,Gastropoda,0.051
vir,Actinopterygii,Serranidae,Cephalopholis cruentata,42.6,Gastropoda,Gastropoda,0.038
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,43,Gastropoda,Gastropoda,0.461538462
mari,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,43,Gastropoda,Gastropoda,0.09
nca,Actinopterygii,Lethrinidae,Gymnocranius sp,43.6,Gastropoda,Gastropoda,0.025316456
vir,Actinopterygii,Mullidae,Mulloidichthys martinicus,44.8,Gastropoda,Gastropoda,0.007
mari,Actinopterygii,Labridae,Cheilinus chlorourus,45,Gastropoda,Gastropoda,0.66
jap,Actinopterygii,Labridae,Cheilinus trilobatus,45,Gastropoda,Gastropoda,0.67
mad,Actinopterygii,Labridae,Cheilinus trilobatus,45,Gastropoda,Gastropoda,0.75
mari,Actinopterygii,Labridae,Cheilinus trilobatus,45,Gastropoda,Gastropoda,0.13
nca,Actinopterygii,Lethrinidae,Gymnocranius euanus,45,Gastropoda,Gastropoda,0.067873303
mari,Actinopterygii,Ostraciidae,Ostracion cubicus,45,Gastropoda,Gastropoda,0.33
jap,Actinopterygii,Labridae,Thalassoma lunare,45,Gastropoda,Gastropoda,0.07
vir,Actinopterygii,Haemulidae,Haemulon sciurus,46,Gastropoda,Gastropoda,0.045
vir,Actinopterygii,Ostraciidae,Lactophrys triqueter,47,Gastropoda,Gastropoda,0.029
vir,Actinopterygii,Ostraciidae,Lactophrys bicaudalis,48,Gastropoda,Gastropoda,0.01
vir,Actinopterygii,Ostraciidae,Acanthostracion polygonius,50,Gastropoda,Gastropoda,0.017
haw,Actinopterygii,Tetraodontidae,Arothron hispidus,50,Gastropoda,Gastropoda,0.142857143
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,50,Gastropoda,Gastropoda,1.36
nca,Actinopterygii,Tetraodontidae,Arothron hispidus,50,Gastropoda,Gastropoda,0.125
jap,Actinopterygii,Labridae,Cheilio inermis,50,Gastropoda,Gastropoda,0.2
mad,Actinopterygii,Labridae,Cheilio inermis,50,Gastropoda,Gastropoda,0.2
haw,Actinopterygii,Diodontidae,Diodon holocanthus,50,Gastropoda,Gastropoda,1
vir,Actinopterygii,Diodontidae,Diodon holocanthus,50,Gastropoda,Gastropoda,0.677
nca,Actinopterygii,Lethrinidae,Lethrinus atkinsoni,50,Gastropoda,Gastropoda,0.054313098
mad,Actinopterygii,Lethrinidae,Lethrinus harak,50,Gastropoda,Gastropoda,0.11
nca,Actinopterygii,Lethrinidae,Lethrinus rubrioperculatus,50,Gastropoda,Gastropoda,0.007556676
mad,Actinopterygii,Lutjanidae,Lutjanus gibbus,50,Gastropoda,Gastropoda,0.31
mari,Actinopterygii,Lutjanidae,Lutjanus gibbus,50,Gastropoda,Gastropoda,0.04
nca,Actinopterygii,Lutjanidae,Lutjanus gibbus,50,Gastropoda,Gastropoda,0.022535211
haw,Actinopterygii,Balistidae,Melichthys niger,50,Gastropoda,Gastropoda,0.142857143
jap,Actinopterygii,Mullidae,Parupeneus spilurus,50,Gastropoda,Gastropoda,0.07
mad,Actinopterygii,Haemulidae,Plectorhinchus gaterinus,50,Gastropoda,Gastropoda,1.41
vir,Actinopterygii,Carangidae,Trachinotus goodei,50,Gastropoda,Gastropoda,0.083
vir,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,50.7,Gastropoda,Gastropoda,0.012
vir,Actinopterygii,Labridae,Halichoeres radiatus,51,Gastropoda,Gastropoda,0.213
haw,Actinopterygii,Mullidae,Parupeneus porphyreus,51,Gastropoda,Gastropoda,0.2
nca,Actinopterygii,Holocentridae,Sargocentron spiniferum,51,Gastropoda,Gastropoda,0.028571429
nca,Actinopterygii,Labridae,Choerodon graphicus,51.5,Gastropoda,Gastropoda,0.181818182
nca,Actinopterygii,Lethrinidae,Lethrinus lentjan,52,Gastropoda,Gastropoda,0.034883721
vir,Actinopterygii,Haemulidae,Haemulon plumierii,53,Gastropoda,Gastropoda,0.069
jap,Actinopterygii,Acanthuridae,Acanthurus dussumieri,54,Gastropoda,Gastropoda,0.27
vir,Actinopterygii,Ostraciidae,Lactophrys trigonus,55,Gastropoda,Gastropoda,0.021
vir,Actinopterygii,Sparidae,Calamus calamus,56,Gastropoda,Gastropoda,0.083
vir,Actinopterygii,Balistidae,Balistes vetula,60,Gastropoda,Gastropoda,0.016
mad,Actinopterygii,Lethrinidae,Lethrinus obsoletus,60,Gastropoda,Gastropoda,0.19
nca,Actinopterygii,Lethrinidae,Lethrinus obsoletus,60,Gastropoda,Gastropoda,0.25
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,60,Gastropoda,Gastropoda,1.5
mari,Actinopterygii,Lethrinidae,Monotaxis grandoculis,60,Gastropoda,Gastropoda,1
haw,Actinopterygii,Holocentridae,Myripristis murdjan,60,Gastropoda,Gastropoda,0.058823529
mad,Actinopterygii,Holocentridae,Myripristis murdjan,60,Gastropoda,Gastropoda,0.04
jap,Actinopterygii,Mullidae,Parupeneus barberinus,60,Gastropoda,Gastropoda,0.09
mad,Actinopterygii,Mullidae,Parupeneus barberinus,60,Gastropoda,Gastropoda,0.05
nca,Actinopterygii,Serranidae,Epinephelus maculatus,60.5,Gastropoda,Gastropoda,0.002375297
vir,Actinopterygii,Monacanthidae,Aluterus schoepfii,61,Gastropoda,Gastropoda,0.006
vir,Actinopterygii,Serranidae,Epinephelus adscensionis,61,Gastropoda,Gastropoda,0.032
vir,Actinopterygii,Holocentridae,Holocentrus adscensionis,61,Gastropoda,Gastropoda,0.01
jap,Actinopterygii,Diodontidae,Diodon liturosus,65,Gastropoda,Gastropoda,1
nca,Actinopterygii,Haemulidae,Pomadasys argenteus,70,Gastropoda,Gastropoda,0.003745318
mari,Actinopterygii,Carangidae,Selar crumenophthalmus,70,Gastropoda,Gastropoda,0.43
nca,Actinopterygii,Haemulidae,Plectorhinchus chaetodonoides,72,Gastropoda,Gastropoda,0.666666667
vir,Actinopterygii,Carangidae,Caranx ruber,73,Gastropoda,Gastropoda,0.004
vir,Actinopterygii,Haemulidae,Anisotremus surinamensis,76,Gastropoda,Gastropoda,0.16
vir,Actinopterygii,Sparidae,Calamus bajonado,76,Gastropoda,Gastropoda,0.111
vir,Actinopterygii,Haemulidae,Haemulon album,79,Gastropoda,Gastropoda,0.027
vir,Actinopterygii,Lutjanidae,Lutjanus apodus,79.1,Gastropoda,Gastropoda,0.005
nca,Actinopterygii,Labridae,Bodianus perditio,80,Gastropoda,Gastropoda,0.130841121
nca,Actinopterygii,Lethrinidae,Gymnocranius grandoculis,80,Gastropoda,Gastropoda,0.054945055
nca,Actinopterygii,Haemulidae,Plectorhinchus picus,84,Gastropoda,Gastropoda,0.6
vir,Actinopterygii,Lutjanidae,Ocyurus chrysurus,86.3,Gastropoda,Gastropoda,0.024
nca,Actinopterygii,Lethrinidae,Lethrinus nebulosus,87,Gastropoda,Gastropoda,0.320741269
vir,Actinopterygii,Lutjanidae,Lutjanus griseus,89,Gastropoda,Gastropoda,0.068
nca,Actinopterygii,Sparidae,Acanthopagrus berda,90,Gastropoda,Gastropoda,0.102564103
nca,Actinopterygii,Serranidae,Epinephelus polyphekadion,90,Gastropoda,Gastropoda,0.016393443
nca,Actinopterygii,Lutjanidae,Lutjanus bohar,90,Gastropoda,Gastropoda,0.075342466
haw,Actinopterygii,Diodontidae,Diodon hystrix,91,Gastropoda,Gastropoda,0.916666667
vir,Actinopterygii,Diodontidae,Diodon hystrix,91,Gastropoda,Gastropoda,0.313
vir,Actinopterygii,Labridae,Lachnolaimus maximus,91,Gastropoda,Gastropoda,0.397
vir,Actinopterygii,Lutjanidae,Lutjanus analis,94,Gastropoda,Gastropoda,0.13
nca,Actinopterygii,Haemulidae,Diagramma pictum,100,Gastropoda,Gastropoda,0.045454545
nca,Actinopterygii,Lethrinidae,Lethrinus olivaceus,100,Gastropoda,Gastropoda,0.045977012
vir,Actinopterygii,Monacanthidae,Aluterus scriptus,110,Gastropoda,Gastropoda,0.006
nca,Actinopterygii,Elopidae,Elops machnata,118,Gastropoda,Gastropoda,0.153846154
nca,Actinopterygii,Tetraodontidae,Arothron stellatus,120,Gastropoda,Gastropoda,0.230769231
nca,Actinopterygii,Labridae,Coris aygula,120,Gastropoda,Gastropoda,0.6
nca,Actinopterygii,Serranidae,Epinephelus cyanopodus,122,Gastropoda,Gastropoda,0.011627907
vir,Actinopterygii,Serranidae,Epinephelus striatus,122,Gastropoda,Gastropoda,0.016
vir,Actinopterygii,Carangidae,Trachinotus falcatus,122,Gastropoda,Gastropoda,0.478
vir,Actinopterygii,Lutjanidae,Lutjanus jocu,128,Gastropoda,Gastropoda,0.036
mad,Actinopterygii,Muraenidae,Gymnothorax undulatus,150,Gastropoda,Gastropoda,0.08
vir,Elasmobranchii,Mylobatidae,Aetobatus narinari,330,Gastropoda,Gastropoda,0.534
mad,Actinopterygii,Pomacentridae,Pomacentrus tripunctatus,7.5,Holothuroidea,Holothuroidea,0.01
mad,Actinopterygii,Pomacentridae,Pomacentrus sulfureus,11,Holothuroidea,Holothuroidea,0.07
jap,Actinopterygii,Labridae,Halichoeres melanurus,12,Holothuroidea,Holothuroidea,0.04
haw,Actinopterygii,Holocentridae,Sargocentron diadema,17,Holothuroidea,Holothuroidea,0.038461538
jap,Actinopterygii,Labridae,Halichoeres marginatus,18,Holothuroidea,Holothuroidea,0.31
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,20,Holothuroidea,Holothuroidea,0.076923077
vir,Actinopterygii,Labridae,Halichoeres poeyi,20,Holothuroidea,Holothuroidea,0.016
mad,Actinopterygii,Chaetodontidae,Chaetodon auriga,23,Holothuroidea,Holothuroidea,0.24
mad,Actinopterygii,Chaetodontidae,Chaetodon vagabundus,23,Holothuroidea,Holothuroidea,0.08
mad,Actinopterygii,Labridae,Thalassoma hebraicum,23,Holothuroidea,Holothuroidea,0.02
nca,Actinopterygii,Lethrinidae,Lethrinus genivittatus,25,Holothuroidea,Holothuroidea,0.020408163
vir,Actinopterygii,Haemulidae,Haemulon flavolineatum,30,Holothuroidea,Holothuroidea,0.05
mad,Actinopterygii,Balistidae,Sufflamen chrysopterum,30,Holothuroidea,Holothuroidea,0.09
mad,Actinopterygii,Pomacanthidae,Pomacanthus chrysurus,33,Holothuroidea,Holothuroidea,0.17
mad,Actinopterygii,Lutjanidae,Lutjanus fulviflamma,35,Holothuroidea,Holothuroidea,0.01
vir,Actinopterygii,Sparidae,Calamus pennatula,37,Holothuroidea,Holothuroidea,0.04
nca,Actinopterygii,Lutjanidae,Lutjanus fulvus,40,Holothuroidea,Holothuroidea,0.008928571
nca,Actinopterygii,Lutjanidae,Lutjanus vitta,40,Holothuroidea,Holothuroidea,0.005988024
mad,Actinopterygii,Pomacanthidae,Pomacanthus semicirculatus,40,Holothuroidea,Holothuroidea,0.11
vir,Actinopterygii,Haemulidae,Haemulon parra,41.2,Holothuroidea,Holothuroidea,0.033
nca,Actinopterygii,Lethrinidae,Gymnocranius sp,43.6,Holothuroidea,Holothuroidea,0.012658228
vir,Actinopterygii,Monacanthidae,Cantherhines macrocerus,46,Holothuroidea,Holothuroidea,0.008
vir,Actinopterygii,Ostraciidae,Lactophrys bicaudalis,48,Holothuroidea,Holothuroidea,0.1
nca,Actinopterygii,Lethrinidae,Lethrinus atkinsoni,50,Holothuroidea,Holothuroidea,0.008519702
nca,Actinopterygii,Lethrinidae,Lethrinus rubrioperculatus,50,Holothuroidea,Holothuroidea,0.002518892
mari,Actinopterygii,Lutjanidae,Lutjanus gibbus,50,Holothuroidea,Holothuroidea,0.04
nca,Actinopterygii,Lutjanidae,Lutjanus gibbus,50,Holothuroidea,Holothuroidea,0.002816901
nca,Actinopterygii,Lethrinidae,Lethrinus lentjan,52,Holothuroidea,Holothuroidea,0.011627907
vir,Actinopterygii,Haemulidae,Haemulon plumierii,53,Holothuroidea,Holothuroidea,0.027
vir,Actinopterygii,Ostraciidae,Lactophrys trigonus,55,Holothuroidea,Holothuroidea,0.026
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,60,Holothuroidea,Holothuroidea,0.25
nca,Actinopterygii,Haemulidae,Pomadasys argenteus,70,Holothuroidea,Holothuroidea,0.003745318
nca,Actinopterygii,Lethrinidae,Gymnocranius grandoculis,80,Holothuroidea,Holothuroidea,0.043956044
